	GeneID	count	gene_symbol
0	1	36	A1BG
1	2	286	A2M
2	3	6	A2MP1
3	9	252	NAT1
4	10	725	NAT2
5	11	5	NATP
6	12	215	SERPINA3
7	13	31	AADAC
8	14	58	AAMP
9	15	45	AANAT
10	16	95	AARS1
11	17	2	AAVS1
12	18	48	ABAT
13	19	808	ABCA1
14	20	58	ABCA2
15	21	106	ABCA3
16	22	85	ABCB7
17	23	124	ABCF1
18	24	300	ABCA4
19	25	875	ABL1
20	26	55	AOC1
21	27	118	ABL2
22	28	308	ABO
23	29	46	ABR
24	30	56	ACAA1
25	31	192	ACACA
26	32	98	ACACB
27	33	37	ACADL
28	34	138	ACADM
29	35	61	ACADS
30	36	64	ACADSB
31	37	114	ACADVL
32	38	131	ACAT1
33	39	54	ACAT2
34	40	50	ASIC2
35	41	112	ASIC1
36	43	227	ACHE
37	46	1	ACLS
38	47	200	ACLY
39	48	100	ACO1
40	49	40	ACR
41	50	95	ACO2
42	51	66	ACOX1
43	52	166	ACP1
44	53	53	ACP2
45	54	106	ACP5
46	55	102	ACP3
47	56	17	ACRV1
48	58	421	ACTA1
49	59	276	ACTA2
50	60	684	ACTB
51	62	3	ACTBP2
52	63	1	ACTBP3
53	64	1	ACTBP4
54	67	2	ACTBP7
55	68	5	ACTBP8
56	69	1	ACTBP9
57	70	233	ACTC1
58	71	325	ACTG1
59	72	106	ACTG2
60	73	2	ACTG1P1
61	74	2	ACTG1P2
62	75	3	ACTG1P3
63	78	1	ACTG1P6
64	79	1	ACTG1P7
65	80	1	ACTG1P8
66	81	324	ACTN4
67	82	1	ACTG1P9
68	83	1	ACTG1P10
69	86	202	ACTL6A
70	87	289	ACTN1
71	88	145	ACTN2
72	89	244	ACTN3
73	90	174	ACVR1
74	91	104	ACVR1B
75	92	126	ACVR2A
76	93	90	ACVR2B
77	94	187	ACVRL1
78	95	62	ACY1
79	97	20	ACYP1
80	98	54	ACYP2
81	100	257	ADA
82	101	70	ADAM8
83	102	384	ADAM10
84	103	416	ADAR
85	104	112	ADARB1
86	105	36	ADARB2
87	106	3	ADCP1
88	107	53	ADCY1
89	108	47	ADCY2
90	109	72	ADCY3
91	111	78	ADCY5
92	112	73	ADCY6
93	113	47	ADCY7
94	114	50	ADCY8
95	115	68	ADCY9
96	116	150	ADCYAP1
97	117	93	ADCYAP1R1
98	118	256	ADD1
99	119	73	ADD2
100	120	73	ADD3
101	122	2	ADFN
102	123	128	PLIN2
103	124	54	ADH1A
104	125	401	ADH1B
105	126	230	ADH1C
106	127	71	ADH4
107	128	87	ADH5
108	130	28	ADH6
109	131	64	ADH7
110	132	49	ADK
111	133	388	ADM
112	134	142	ADORA1
113	135	386	ADORA2A
114	136	137	ADORA2B
115	137	1	ADORA2BP1
116	140	112	ADORA3
117	141	16	ADPRH
118	142	1371	PARP1
119	143	67	PARP4
120	144	1	PARP1P1
121	145	1	PARP1P2
122	146	64	ADRA1D
123	147	83	ADRA1B
124	148	136	ADRA1A
125	150	236	ADRA2A
126	151	132	ADRA2B
127	152	100	ADRA2C
128	153	385	ADRB1
129	154	1108	ADRB2
130	155	368	ADRB3
131	156	259	GRK2
132	157	59	GRK3
133	158	91	ADSL
134	159	43	ADSS2
135	160	210	AP2A1
136	161	166	AP2A2
137	162	125	AP1B1
138	163	195	AP2B1
139	164	136	AP1G1
140	165	48	AEBP1
141	166	76	TLE5
142	167	16	CRISP1
143	169	1	AF8T
144	170	2	AFA
145	171	9	AFD1
146	172	12	AFG3L1P
147	173	47	AFM
148	174	368	AFP
149	175	64	AGA
150	176	171	ACAN
151	177	986	AGER
152	178	87	AGL
153	179	1	AGMX2
154	181	69	AGRP
155	182	331	JAG1
156	183	1123	AGT
157	185	966	AGTR1
158	186	244	AGTR2
159	187	131	APLNR
160	189	118	AGXT
161	190	160	NR0B1
162	191	167	AHCY
163	192	2	AIC
164	196	718	AHR
165	197	355	AHSG
166	199	93	AIF1
167	201	1	AIH3
168	202	38	CRYBG1
169	203	55	AK1
170	204	76	AK2
171	205	54	AK4
172	206	5	AK4P1
173	207	3541	AKT1
174	208	369	AKT2
175	210	144	ALAD
176	211	73	ALAS1
177	212	72	ALAS2
178	213	692	ALB
179	214	185	ALCAM
180	215	159	ABCD1
181	216	373	ALDH1A1
182	217	763	ALDH2
183	218	75	ALDH3A1
184	219	101	ALDH1B1
185	220	85	ALDH1A3
186	221	37	ALDH3B1
187	222	20	ALDH3B2
188	223	54	ALDH9A1
189	224	135	ALDH3A2
190	225	33	ABCD2
191	226	246	ALDOA
192	228	2	ALDOAP2
193	229	70	ALDOB
194	230	88	ALDOC
195	231	209	AKR1B1
196	236	2	AKR1B1P2
197	238	797	ALK
198	239	167	ALOX12
199	240	324	ALOX5
200	241	153	ALOX5AP
201	242	51	ALOX12B
202	243	1	ALOX12P1
203	245	7	ALOX12P2
204	246	219	ALOX15
205	247	61	ALOX15B
206	248	68	ALPI
207	249	287	ALPL
208	250	106	ALPP
209	251	48	ALPG
210	253	1	ALS3
211	257	19	ALX3
212	258	35	AMBN
213	259	129	AMBP
214	261	1	AMCN
215	262	59	AMD1
216	263	1	AMD1P2
217	265	63	AMELX
218	266	18	AMELY
219	267	163	AMFR
220	268	394	AMH
221	269	85	AMHR2
222	270	99	AMPD1
223	271	52	AMPD2
224	272	32	AMPD3
225	273	84	AMPH
226	274	223	BIN1
227	275	36	AMT
228	276	100	AMY1A
229	277	27	AMY1B
230	278	29	AMY1C
231	279	57	AMY2A
232	280	34	AMY2B
233	281	5	AMYP1
234	282	5	ANCR
235	283	221	ANG
236	284	326	ANGPT1
237	285	497	ANGPT2
238	286	115	ANK1
239	287	117	ANK2
240	288	145	ANK3
241	289	1	ANOP1
242	290	164	ANPEP
243	291	179	SLC25A4
244	292	243	SLC25A5
245	293	193	SLC25A6
246	301	426	ANXA1
247	302	660	ANXA2
248	303	3	ANXA2P1
249	304	33	ANXA2P2
250	305	3	ANXA2P3
251	306	92	ANXA3
252	307	107	ANXA4
253	308	286	ANXA5
254	309	153	ANXA6
255	310	105	ANXA7
256	311	109	ANXA11
257	312	27	ANXA13
258	313	21	AOAH
259	314	15	AOC2
260	316	47	AOX1
261	317	212	APAF1
262	318	32	NUDT2
263	319	26	APOF
264	320	60	APBA1
265	321	65	APBA2
266	322	139	APBB1
267	323	44	APBB2
268	324	957	APC
269	325	108	APCS
270	326	211	AIRE
271	327	60	APEH
272	328	689	APEX1
273	329	318	BIRC2
274	330	292	BIRC3
275	331	626	XIAP
276	332	1320	BIRC5
277	333	61	APLP1
278	334	104	APLP2
279	335	1089	APOA1
280	336	184	APOA2
281	337	220	APOA4
282	338	892	APOB
283	339	51	APOBEC1
284	341	203	APOC1
285	342	8	APOC1P1
286	343	77	AQP8
287	344	141	APOC2
288	345	445	APOC3
289	346	38	APOC4
290	347	131	APOD
291	348	4874	APOE
292	350	252	APOH
293	351	2927	APP
294	353	97	APRT
295	354	466	KLK3
296	355	1232	FAS
297	356	693	FASLG
298	357	27	SHROOM2
299	358	357	AQP1
300	359	191	AQP2
301	360	218	AQP3
302	361	339	AQP4
303	362	172	AQP5
304	363	11	AQP6
305	364	73	AQP7
306	366	113	AQP9
307	367	2588	AR
308	368	142	ABCC6
309	369	122	ARAF
310	372	125	ARCN1
311	373	57	TRIM23
312	374	220	AREG
313	375	263	ARF1
314	377	92	ARF3
315	378	133	ARF4
316	379	23	ARL4D
317	380	1	ARF4P1
318	381	79	ARF5
319	382	285	ARF6
320	383	233	ARG1
321	384	105	ARG2
322	387	1102	RHOA
323	388	171	RHOB
324	389	195	RHOC
325	390	87	RND3
326	391	91	RHOG
327	392	102	ARHGAP1
328	393	41	ARHGAP4
329	394	49	ARHGAP5
330	395	17	ARHGAP6
331	396	186	ARHGDIA
332	397	98	ARHGDIB
333	398	22	ARHGDIG
334	399	52	RHOH
335	400	83	ARL1
336	401	39	PHOX2A
337	402	76	ARL2
338	403	59	ARL3
339	405	294	ARNT
340	406	229	BMAL1
341	407	48	ARR3
342	408	297	ARRB1
343	409	369	ARRB2
344	410	143	ARSA
345	411	79	ARSB
346	412	115	STS
347	413	2	ARSC2
348	414	16	ARSD
349	415	27	ARSL
350	416	15	ARSF
351	417	17	ART1
352	418	4	ART2P
353	419	26	ART3
354	420	29	ART4
355	421	56	ARVCF
356	424	2	ARVD3
357	425	1	ARVD4
358	427	112	ASAH1
359	429	120	ASCL1
360	430	45	ASCL2
361	431	1	ASD1
362	432	74	ASGR1
363	433	50	ASGR2
364	434	43	ASIP
365	435	55	ASL
366	438	36	ASMT
367	439	78	GET3
368	440	134	ASNS
369	442	1	ASNSP2
370	443	52	ASPA
371	444	135	ASPH
372	445	150	ASS1
373	447	2	ASS1P2
374	449	2	ASS1P4
375	450	1	ASS1P5
376	451	4	ASS1P6
377	453	3	ASS1P8
378	454	3	ASS1P9
379	455	2	ASS1P10
380	459	2	ASS1P14
381	460	17	ASTN1
382	462	282	SERPINC1
383	463	110	ZFHX3
384	465	2	ATD
385	466	114	ATF1
386	467	301	ATF3
387	468	343	ATF4
388	469	3	ATF4P1
389	470	1	ATHS
390	471	104	ATIC
391	472	1456	ATM
392	473	60	RERE
393	474	65	ATOH1
394	475	92	ATOX1
395	476	315	ATP1A1
396	477	150	ATP1A2
397	478	131	ATP1A3
398	479	40	ATP12A
399	480	33	ATP1A4
400	481	142	ATP1B1
401	482	54	ATP1B2
402	483	79	ATP1B3
403	484	1	ATP1B3P1
404	485	2	ATP1B1P1
405	486	41	FXYD2
406	487	89	ATP2A1
407	488	346	ATP2A2
408	489	65	ATP2A3
409	490	165	ATP2B1
410	491	70	ATP2B2
411	492	49	ATP2B3
412	493	143	ATP2B4
413	495	37	ATP4A
414	496	29	ATP4B
415	498	298	ATP5F1A
416	501	105	ALDH7A1
417	504	1	ATP5F1AP2
418	506	283	ATP5F1B
419	507	3	ATP5F1BP1
420	509	153	ATP5F1C
421	513	62	ATP5F1D
422	514	40	ATP5F1E
423	515	100	ATP5PB
424	516	40	ATP5MC1
425	517	27	ATP5MC2
426	518	25	ATP5MC3
427	520	1	ATP5MC2P1
428	521	56	ATP5ME
429	522	76	ATP5PF
430	523	112	ATP6V1A
431	525	87	ATP6V1B1
432	526	93	ATP6V1B2
433	527	74	ATP6V0C
434	528	52	ATP6V1C1
435	529	72	ATP6V1E1
436	533	34	ATP6V0B
437	534	36	ATP6V1G2
438	535	74	ATP6V0A1
439	537	93	ATP6AP1
440	538	194	ATP7A
441	539	137	ATP5PO
442	540	363	ATP7B
443	541	2	ALDH7A1P1
444	542	1	ALDH7A1P2
445	543	1	ALDH7A1P3
446	544	2	ALDH7A1P4
447	545	584	ATR
448	546	318	ATRX
449	547	97	KIF1A
450	549	31	AUH
451	550	91	AUP1
452	551	314	AVP
453	552	106	AVPR1A
454	553	47	AVPR1B
455	554	163	AVPR2
456	558	372	AXL
457	560	53	AZF1
458	563	178	AZGP1
459	566	77	AZU1
460	567	440	B2M
461	568	1	B2MR
462	570	28	BAAT
463	571	156	BACH1
464	572	308	BAD
465	573	194	BAG1
466	574	11	BAGE
467	575	48	ADGRB1
468	576	25	ADGRB2
469	577	30	ADGRB3
470	578	351	BAK1
471	579	24	NKX3-2
472	580	285	BARD1
473	581	1085	BAX
474	582	79	BBS1
475	583	60	BBS2
476	585	65	BBS4
477	586	77	BCAT1
478	587	45	BCAT2
479	590	262	BCHE
480	593	91	BCKDHA
481	594	68	BCKDHB
482	595	1722	CCND1
483	596	2163	BCL2
484	597	106	BCL2A1
485	598	745	BCL2L1
486	599	120	BCL2L2
487	600	3	BAK1P1
488	601	1	BAK1P2
489	602	140	BCL3
490	603	3	BCL5
491	604	416	BCL6
492	605	55	BCL7A
493	606	6	NBEAP1
494	607	79	BCL9
495	608	75	TNFRSF17
496	610	63	HCN2
497	611	30	OPN1SW
498	613	472	BCR
499	616	2	BCRP4
500	617	68	BCS1L
501	618	43	BCYRN1
502	619	2	BCYRN1P1
503	620	2	BCYRN1P2
504	622	36	BDH1
505	623	110	BDKRB1
506	624	228	BDKRB2
507	627	2408	BDNF
508	629	206	CFB
509	631	26	BFSP1
510	632	278	BGLAP
511	633	156	BGN
512	634	265	CEACAM1
513	635	103	BHMT
514	636	60	BICD1
515	637	258	BID
516	638	96	BIK
517	639	196	PRDM1
518	640	115	BLK
519	641	351	BLM
520	642	96	BLMH
521	643	130	CXCR5
522	644	84	BLVRA
523	645	42	BLVRB
524	646	38	BNC1
525	648	578	BMI1
526	649	102	BMP1
527	650	710	BMP2
528	651	40	BMP3
529	652	483	BMP4
530	653	46	BMP5
531	654	160	BMP6
532	655	292	BMP7
533	656	29	BMP8B
534	657	181	BMPR1A
535	658	129	BMPR1B
536	659	317	BMPR2
537	660	80	BMX
538	661	39	POLR3D
539	662	44	BNIP1
540	663	40	BNIP2
541	664	198	BNIP3
542	665	83	BNIP3L
543	666	46	BOK
544	667	156	DST
545	668	209	FOXL2
546	669	32	BPGM
547	670	29	BPHL
548	671	69	BPI
549	672	3285	BRCA1
550	673	2583	BRAF
551	675	2089	BRCA2
552	676	33	BRDT
553	677	67	ZFP36L1
554	678	47	ZFP36L2
555	680	24	BRS3
556	682	686	BSG
557	683	63	BST1
558	684	393	BST2
559	685	54	BTC
560	686	58	BTD
561	687	87	KLF9
562	688	262	KLF5
563	689	91	BTF3
564	690	6	BTF3P11
565	693	1	BTF3P1
566	694	70	BTG1
567	695	347	BTK
568	696	31	BTN1A1
569	699	164	BUB1
570	700	2	BVR1
571	701	280	BUB1B
572	705	104	BYSL
573	706	193	TSPO
574	708	302	C1QBP
575	710	230	SERPING1
576	711	2	ERC2-IT1
577	712	179	C1QA
578	713	93	C1QB
579	714	87	C1QC
580	715	68	C1R
581	716	74	C1S
582	717	125	C2
583	718	671	C3
584	719	74	C3AR1
585	720	207	C4A
586	721	198	C4B
587	722	91	C4BPA
588	724	1	C4BPAP2
589	725	47	C4BPB
590	726	50	CAPN5
591	727	277	C5
592	728	159	C5AR1
593	729	59	C6
594	730	72	C7
595	731	50	C8A
596	732	56	C8B
597	733	36	C8G
598	734	10	OSGIN2
599	735	84	C9
600	738	46	VPS51
601	740	64	MRPL49
602	741	31	ZNHIT2
603	744	27	MPPED2
604	745	39	MYRF
605	746	31	TMEM258
606	747	26	DAGLA
607	750	16	GAS8-AS1
608	752	44	FMNL1
609	753	28	LDLRAD4
610	754	48	PTTG1IP
611	755	32	CFAP410
612	757	17	TMEM50B
613	758	17	MPPED1
614	759	87	CA1
615	760	228	CA2
616	761	54	CA3
617	762	59	CA4
618	763	16	CA5A
619	764	2	CA5AP1
620	765	52	CA6
621	766	15	CA7
622	767	59	CA8
623	768	350	CA9
624	770	22	CA11
625	771	70	CA12
626	772	2	CACD
627	773	266	CACNA1A
628	774	62	CACNA1B
629	775	364	CACNA1C
630	776	96	CACNA1D
631	777	58	CACNA1E
632	778	75	CACNA1F
633	779	99	CACNA1S
634	780	209	DDR1
635	781	82	CACNA2D1
636	782	34	CACNB1
637	783	81	CACNB2
638	784	28	CACNB3
639	785	43	CACNB4
640	786	21	CACNG1
641	788	48	SLC25A20
642	790	209	CAD
643	793	59	CALB1
644	794	101	CALB2
645	795	18	S100G
646	796	512	CALCA
647	797	28	CALCB
648	798	3	CALCP
649	799	101	CALCR
650	800	112	CALD1
651	801	581	CALM1
652	802	3	CALM1P1
653	804	1	CALM1P2
654	805	208	CALM2
655	806	1	CALM2P2
656	807	1	CALM2P3
657	808	222	CALM3
658	810	56	CALML3
659	811	615	CALR
660	813	142	CALU
661	814	95	CAMK4
662	815	202	CAMK2A
663	816	105	CAMK2B
664	817	135	CAMK2D
665	818	194	CAMK2G
666	819	62	CAMLG
667	820	348	CAMP
668	821	375	CANX
669	822	75	CAPG
670	823	262	CAPN1
671	824	187	CAPN2
672	825	147	CAPN3
673	826	105	CAPNS1
674	827	26	CAPN6
675	828	28	CAPS
676	829	166	CAPZA1
677	830	98	CAPZA2
678	831	133	CAST
679	832	173	CAPZB
680	833	54	CARS1
681	834	364	CASP1
682	835	184	CASP2
683	836	1203	CASP3
684	837	103	CASP4
685	838	62	CASP5
686	839	157	CASP6
687	840	244	CASP7
688	841	929	CASP8
689	842	448	CASP9
690	843	144	CASP10
691	844	37	CASQ1
692	845	79	CASQ2
693	846	502	CASR
694	847	429	CAT
695	856	3	CATR1
696	857	1122	CAV1
697	858	124	CAV2
698	859	142	CAV3
699	860	599	RUNX2
700	861	863	RUNX1
701	862	196	RUNX1T1
702	863	57	CBFA2T3
703	864	413	RUNX3
704	865	167	CBFB
705	866	105	SERPINA6
706	867	740	CBL
707	868	185	CBLB
708	869	17	CBLN1
709	871	219	SERPINH1
710	873	120	CBR1
711	874	66	CBR3
712	875	417	CBS
713	878	1	CCA1
714	881	9	CCIN
715	882	1	CCAL1
716	883	36	KYAT1
717	885	134	CCK
718	886	87	CCKAR
719	887	130	CCKBR
720	889	138	KRIT1
721	890	371	CCNA2
722	891	535	CCNB1
723	892	89	CCNC
724	894	251	CCND2
725	895	2	CCND2P1
726	896	212	CCND3
727	897	2	CCND3P1
728	898	493	CCNE1
729	899	50	CCNF
730	900	64	CCNG1
731	901	55	CCNG2
732	902	159	CCNH
733	904	393	CCNT1
734	905	62	CCNT2
735	908	237	CCT6A
736	909	107	CD1A
737	910	62	CD1B
738	911	62	CD1C
739	912	188	CD1D
740	913	39	CD1E
741	914	112	CD2
742	915	122	CD3D
743	916	160	CD3E
744	917	121	CD3G
745	919	261	CD247
746	920	2004	CD4
747	921	111	CD5
748	922	43	CD5L
749	923	66	CD6
750	924	52	CD7
751	925	155	CD8A
752	926	46	CD8B
753	927	7	CD8B2
754	928	259	CD9
755	929	799	CD14
756	930	155	CD19
757	931	160	MS4A1
758	932	21	MS4A3
759	933	95	CD22
760	935	1	CD24P1
761	936	1	CD24P2
762	937	1	CD24P3
763	938	4	CD24P4
764	939	133	CD27
765	940	410	CD28
766	941	228	CD80
767	942	241	CD86
768	943	222	TNFRSF8
769	944	43	TNFSF8
770	945	134	CD33
771	946	20	SIGLEC6
772	947	359	CD34
773	948	516	CD36
774	949	369	SCARB1
775	950	122	SCARB2
776	951	42	CD37
777	952	290	CD38
778	953	154	ENTPD1
779	954	23	ENTPD2
780	955	32	ENTPD6
781	956	20	ENTPD3
782	957	33	ENTPD5
783	958	607	CD40
784	959	539	CD40LG
785	960	1390	CD44
786	961	262	CD47
787	962	71	CD48
788	963	49	CD53
789	965	99	CD58
790	966	254	CD59
791	967	230	CD63
792	968	97	CD68
793	969	93	CD69
794	970	109	CD70
795	971	37	CD72
796	972	197	CD74
797	973	80	CD79A
798	974	85	CD79B
799	975	310	CD81
800	976	94	ADGRE5
801	977	169	CD151
802	978	102	CDA
803	981	1	CDAN3
804	982	2	CDB2
805	983	1039	CDK1
806	984	115	CDK11B
807	987	89	LRBA
808	988	201	CDC5L
809	989	137	SEPTIN7
810	990	170	CDC6
811	991	366	CDC20
812	993	220	CDC25A
813	994	150	CDC25B
814	995	231	CDC25C
815	996	268	CDC27
816	997	199	CDC34
817	998	730	CDC42
818	999	2130	CDH1
819	1000	383	CDH2
820	1001	142	CDH3
821	1002	55	CDH4
822	1003	270	CDH5
823	1004	31	CDH6
824	1005	16	CDH7
825	1006	24	CDH8
826	1007	20	CDH9
827	1008	27	CDH10
828	1009	91	CDH11
829	1010	27	CDH12
830	1011	2	CDH12P2
831	1012	224	CDH13
832	1013	27	CDH15
833	1014	25	CDH16
834	1015	69	CDH17
835	1016	17	CDH18
836	1017	866	CDK2
837	1018	66	CDK3
838	1019	660	CDK4
839	1020	423	CDK5
840	1021	435	CDK6
841	1022	215	CDK7
842	1024	160	CDK8
843	1025	511	CDK9
844	1026	1795	CDKN1A
845	1027	1083	CDKN1B
846	1028	241	CDKN1C
847	1029	2581	CDKN2A
848	1030	462	CDKN2B
849	1031	110	CDKN2C
850	1032	77	CDKN2D
851	1033	62	CDKN3
852	1036	55	CDO1
853	1038	17	CDR1
854	1039	46	CDR2
855	1040	24	CDS1
856	1041	99	CDSN
857	1043	44	CD52
858	1044	56	CDX1
859	1045	372	CDX2
860	1046	26	CDX4
861	1047	52	CLGN
862	1048	287	CEACAM5
863	1050	520	CEBPA
864	1051	490	CEBPB
865	1052	110	CEBPD
866	1053	87	CEBPE
867	1054	48	CEBPG
868	1056	93	CEL
869	1057	6	CELP
870	1058	169	CENPA
871	1059	93	CENPB
872	1060	75	CENPC
873	1061	3	CENPCP1
874	1062	112	CENPE
875	1063	130	CENPF
876	1066	128	CES1
877	1068	31	CETN1
878	1069	103	CETN2
879	1070	48	CETN3
880	1071	684	CETP
881	1072	400	CFL1
882	1073	96	CFL2
883	1075	121	CTSC
884	1080	1849	CFTR
885	1081	183	CGA
886	1082	154	CGB3
887	1083	2	CGF1
888	1084	44	CEACAM3
889	1085	2	CEACAMP5
890	1086	2	CEACAMP11
891	1087	35	CEACAM7
892	1088	35	CEACAM8
893	1089	6	CEACAM4
894	1090	2	CEACAMP1
895	1091	1	CEACAMP2
896	1092	3	CEACAMP3
897	1093	3	CEACAMP4
898	1094	2	CEACAMP6
899	1095	2	CEACAMP7
900	1096	3	CEACAMP8
901	1097	2	CEACAMP9
902	1098	2	CEACAMP10
903	1101	15	CHAD
904	1102	23	RCBTB2
905	1103	104	CHAT
906	1104	145	RCC1
907	1105	113	CHD1
908	1106	74	CHD2
909	1107	152	CHD3
910	1108	274	CHD4
911	1109	45	AKR1C4
912	1111	570	CHEK1
913	1112	48	FOXN3
914	1113	271	CHGA
915	1114	76	CHGB
916	1116	522	CHI3L1
917	1117	31	CHI3L2
918	1118	147	CHIT1
919	1119	70	CHKA
920	1120	39	CHKB
921	1121	106	CHM
922	1122	38	CHML
923	1123	60	CHN1
924	1124	55	CHN2
925	1128	124	CHRM1
926	1129	155	CHRM2
927	1130	54	LYST
928	1131	185	CHRM3
929	1132	50	CHRM4
930	1133	37	CHRM5
931	1134	72	CHRNA1
932	1135	49	CHRNA2
933	1136	225	CHRNA3
934	1137	208	CHRNA4
935	1138	255	CHRNA5
936	1139	319	CHRNA7
937	1140	34	CHRNB1
938	1141	125	CHRNB2
939	1142	65	CHRNB3
940	1143	134	CHRNB4
941	1144	39	CHRND
942	1145	53	CHRNE
943	1146	36	CHRNG
944	1147	530	CHUK
945	1149	37	CIDEA
946	1152	184	CKB
947	1153	138	CIRBP
948	1154	79	CISH
949	1155	54	TBCB
950	1156	3	CKBE
951	1157	2	CKBP1
952	1158	129	CKM
953	1159	56	CKMT1B
954	1160	38	CKMT2
955	1161	97	ERCC8
956	1163	115	CKS1B
957	1164	62	CKS2
958	1167	1	CLA3
959	1173	237	AP2M1
960	1174	71	AP1S1
961	1175	95	AP2S1
962	1176	64	AP3S1
963	1178	43	CLC
964	1179	52	CLCA1
965	1180	136	CLCN1
966	1181	62	CLCN2
967	1182	86	CLCN3
968	1183	30	CLCN4
969	1184	105	CLCN5
970	1185	37	CLCN6
971	1186	103	CLCN7
972	1187	30	CLCNKA
973	1188	60	CLCNKB
974	1191	613	CLU
975	1192	179	CLIC1
976	1193	34	CLIC2
977	1195	64	CLK1
978	1196	64	CLK2
979	1197	4	CLK2P1
980	1198	66	CLK3
981	1200	135	TPP1
982	1201	122	CLN3
983	1203	55	CLN5
984	1204	2	CLNS1AP1
985	1207	107	CLNS1A
986	1208	27	CLPS
987	1209	71	CLPTM1
988	1211	110	CLTA
989	1212	73	CLTB
990	1213	419	CLTC
991	1215	129	CMA1
992	1218	2	CMD1B
993	1230	160	CCR1
994	1232	198	CCR3
995	1233	119	CCR4
996	1234	1611	CCR5
997	1235	203	CCR6
998	1236	309	CCR7
999	1237	67	CCR8
1000	1238	65	ACKR2
1001	1240	81	CMKLR1
1002	1241	79	LTB4R
1003	1243	1	CMM
1004	1244	346	ABCC2
1005	1254	3	CMTX3
1006	1255	2	CNA1
1007	1257	2	CNC2
1008	1258	40	CNGB1
1009	1259	28	CNGA1
1010	1260	13	CNGA2
1011	1261	72	CNGA3
1012	1262	9	CNGA4
1013	1263	70	PLK3
1014	1264	49	CNN1
1015	1265	61	CNN2
1016	1266	63	CNN3
1017	1267	132	CNP
1018	1268	499	CNR1
1019	1269	252	CNR2
1020	1270	108	CNTF
1021	1271	54	CNTFR
1022	1272	78	CNTN1
1023	1275	1	COD2
1024	1277	818	COL1A1
1025	1278	383	COL1A2
1026	1279	1	COL1AR
1027	1280	362	COL2A1
1028	1281	287	COL3A1
1029	1282	246	COL4A1
1030	1283	2	CTD
1031	1284	139	COL4A2
1032	1285	165	COL4A3
1033	1286	110	COL4A4
1034	1287	178	COL4A5
1035	1288	70	COL4A6
1036	1289	184	COL5A1
1037	1290	70	COL5A2
1038	1291	135	COL6A1
1039	1292	78	COL6A2
1040	1293	95	COL6A3
1041	1294	198	COL7A1
1042	1295	66	COL8A1
1043	1296	46	COL8A2
1044	1297	62	COL9A1
1045	1298	64	COL9A2
1046	1299	57	COL9A3
1047	1300	86	COL10A1
1048	1301	135	COL11A1
1049	1302	76	COL11A2
1050	1303	63	COL12A1
1051	1305	46	COL13A1
1052	1306	45	COL15A1
1053	1307	32	COL16A1
1054	1308	136	COL17A1
1055	1310	22	COL19A1
1056	1311	182	COMP
1057	1312	2012	COMT
1058	1314	202	COPA
1059	1315	183	COPB1
1060	1316	203	KLF6
1061	1317	93	SLC31A1
1062	1318	24	SLC31A2
1063	1319	1	CORD1
1064	1325	32	CORT
1065	1326	128	MAP3K8
1066	1327	106	COX4I1
1067	1329	72	COX5B
1068	1330	2	COX5BP1
1069	1337	38	COX6A1
1070	1338	3	COX6A1P1
1071	1339	15	COX6A2
1072	1340	52	COX6B1
1073	1342	2	COX6B1P2
1074	1343	1	COX6B1P3
1075	1345	47	COX6C
1076	1346	26	COX7A1
1077	1347	52	COX7A2
1078	1348	4	COX7A2P2
1079	1349	24	COX7B
1080	1350	28	COX7C
1081	1351	22	COX8A
1082	1352	28	COX10
1083	1353	36	COX11
1084	1355	43	COX15
1085	1356	217	CP
1086	1357	28	CPA1
1087	1358	25	CPA2
1088	1359	30	CPA3
1089	1360	20	CPB1
1090	1361	228	CPB2
1091	1362	78	CPD
1092	1363	76	CPE
1093	1364	169	CLDN4
1094	1365	118	CLDN3
1095	1366	126	CLDN7
1096	1368	54	CPM
1097	1369	30	CPN1
1098	1370	20	CPN2
1099	1371	70	CPOX
1100	1373	138	CPS1
1101	1374	174	CPT1A
1102	1375	59	CPT1B
1103	1376	114	CPT2
1104	1378	237	CR1
1105	1379	13	CR1L
1106	1380	147	CR2
1107	1381	50	CRABP1
1108	1382	101	CRABP2
1109	1384	42	CRAT
1110	1385	696	CREB1
1111	1386	289	ATF2
1112	1387	937	CREBBP
1113	1388	45	ATF6B
1114	1389	16	CREBL2
1115	1390	136	CREM
1116	1392	217	CRH
1117	1393	63	CRHBP
1118	1394	288	CRHR1
1119	1395	115	CRHR2
1120	1396	32	CRIP1
1121	1397	39	CRIP2
1122	1398	311	CRK
1123	1399	273	CRKL
1124	1400	70	CRMP1
1125	1401	2385	CRP
1126	1404	48	HAPLN1
1127	1406	91	CRX
1128	1407	129	CRY1
1129	1408	127	CRY2
1130	1409	196	CRYAA
1131	1410	373	CRYAB
1132	1411	55	CRYBA1
1133	1412	15	CRYBA2
1134	1413	28	CRYBA4
1135	1414	57	CRYBB1
1136	1415	66	CRYBB2
1137	1416	7	CRYBB2P1
1138	1417	22	CRYBB3
1139	1418	18	CRYGA
1140	1419	31	CRYGB
1141	1420	56	CRYGC
1142	1421	116	CRYGD
1143	1423	3	CRYGFP
1144	1424	1	CRYGGP
1145	1427	61	CRYGS
1146	1428	44	CRYM
1147	1429	41	CRYZ
1148	1430	3	CRYZP1
1149	1431	106	CS
1150	1432	1407	MAPK14
