	GeneID	count	gene_symbol
9300	23527	43	ACAP2
9301	23528	84	ZNF281
9302	23529	33	CLCF1
9303	23530	78	NNT
9304	23531	15	MMD
9305	23532	137	PRAME
9306	23533	28	PIK3R5
9307	23534	153	TNPO3
9308	23536	11	ADAT1
9309	23538	8	OR52A1
9310	23539	18	SLC16A8
9311	23540	2	TRS-TGA4-1
9312	23541	46	SEC14L2
9313	23542	43	MAPK8IP2
9314	23543	120	RBFOX2
9315	23544	26	SEZ6L
9316	23545	71	ATP6V0A2
9317	23546	6	SYNGR4
9318	23547	20	LILRA4
9319	23548	19	TTC33
9320	23549	50	DNPEP
9321	23550	22	PSD4
9322	23551	32	RASD2
9323	23552	32	CDK20
9324	23553	15	HYAL4
9325	23554	54	TSPAN12
9326	23555	32	TSPAN15
9327	23556	36	PIGN
9328	23557	72	SNAPIN
9329	23558	76	WBP2
9330	23559	20	WBP1
9331	23560	137	GTPBP4
9332	23562	45	CLDN14
9333	23563	21	CHST5
9334	23564	89	DDAH2
9335	23566	62	LPAR3
9336	23567	53	ZNF346
9337	23568	43	ARL2BP
9338	23569	194	PADI4
9339	23574	2	PRG1
9340	23576	102	DDAH1
9341	23580	42	CDC42EP4
9342	23581	109	CASP14
9343	23582	51	CCNDBP1
9344	23583	54	SMUG1
9345	23584	12	VSIG2
9346	23585	21	TMEM50A
9347	23586	537	RIGI
9348	23587	29	ELP5
9349	23588	32	KLHDC2
9350	23589	43	CARHSP1
9351	23590	34	PDSS1
9352	23591	6	FAM215A
9353	23592	90	LEMD3
9354	23593	28	HEBP2
9355	23594	54	ORC6
9356	23595	79	ORC3
9357	23596	31	OPN3
9358	23597	63	ACOT9
9359	23598	56	PATZ1
9360	23600	125	AMACR
9361	23601	35	CLEC5A
9362	23603	133	CORO1C
9363	23604	46	DAPK2
9364	23605	2	HMGN2P9
9365	23606	2	HMGN2P10
9366	23607	153	CD2AP
9367	23608	46	MKRN1
9368	23609	53	MKRN2
9369	23612	28	PHLDA3
9370	23613	92	ZMYND8
9371	23614	2	PPY2P
9372	23615	4	PYY2
9373	23616	33	SH3BP1
9374	23617	23	TSSK2
9375	23619	9	ZIM2
9376	23620	28	NTSR2
9377	23621	437	BACE1
9378	23623	28	RUSC1
9379	23624	46	CBLC
9380	23625	13	FAM89B
9381	23626	21	SPO11
9382	23627	42	PRND
9383	23629	2	BRD7P3
9384	23630	21	KCNE5
9385	23632	21	CA14
9386	23633	158	KPNA6
9387	23635	51	SSBP2
9388	23636	166	NUP62
9389	23637	42	RABGAP1
9390	23639	29	DNAAF11
9391	23640	98	HSPBP1
9392	23641	46	LDOC1
9393	23642	121	SNHG1
9394	23643	145	LY96
9395	23644	98	EDC4
9396	23645	77	PPP1R15A
9397	23646	79	PLD3
9398	23647	50	ARFIP2
9399	23648	41	SSBP3
9400	23649	65	POLA2
9401	23650	96	TRIM29
9402	23654	72	PLXNB2
9403	23657	157	SLC7A11
9404	23658	44	LSM5
9405	23659	36	PLA2G15
9406	23660	25	ZKSCAN5
9407	23666	10	UBBP4
9408	23667	3	UBBP3
9409	23668	1	UBBP2
9410	23670	43	CEMIP2
9411	23671	68	TMEFF2
9412	23673	77	STX12
9413	23676	23	SMPX
9414	23677	50	SH3BP4
9415	23678	67	SGK3
9416	23679	1	SELENOWP1
9417	23682	32	RAB38
9418	23683	81	PRKD3
9419	23691	1	NNO1
9420	23694	1	MRX73
9421	23704	37	KCNE4
9422	23705	211	CADM1
9423	23706	3	IBGC1
9424	23708	42	GSPT2
9425	23710	96	GABARAPL1
9426	23713	1	DFNB27
9427	23719	1	DFNA30
9428	23723	2	DFNA24
9429	23729	17	SHPK
9430	23731	21	TMEM245
9431	23732	12	FRRS1L
9432	23738	1	OFD1P17
9433	23739	3	C3CER1
9434	23741	35	EID1
9435	23742	15	NPAP1
9436	23743	36	BHMT2
9437	23744	1	ATP5F1EP1
9438	23746	88	AIPL1
9439	23749	1	YME1L1P1
9440	23751	2	TOP3BP1
9441	23752	8	TSSK1A
9442	23753	68	SDF2L1
9443	23754	2	RPL32P5
9444	23755	3	SIRPAP1
9445	23756	2	RPS24P1
9446	23757	1	ARSFP1
9447	23758	1	SFPQP1
9448	23759	50	PPIL2
9449	23760	36	PITPNB
9450	23761	43	PISD
9451	23762	44	OSBP2
9452	23764	50	MAFF
9453	23765	119	IL17RA
9454	23766	4	GABARAPL3
9455	23767	28	FLRT3
9456	23768	30	FLRT2
9457	23769	15	FLRT1
9458	23770	144	FKBP8
9459	23771	2	DIANPH
9460	23772	2	CSF2RBP1
9461	23774	64	BRD1
9462	23779	30	ARHGAP8
9463	23780	39	APOL2
9464	23781	1	AP1B1P2
9465	23782	1	AP1B1P1
9466	23783	6	ANKRD62P1-PARP4P3
9467	23784	5	POTEH
9468	23785	2	ABCD1P1
9469	23786	55	BCL2L13
9470	23787	54	MTCH1
9471	23788	116	MTCH2
9472	24137	132	KIF4A
9473	24138	41	IFIT5
9474	24139	26	EML2
9475	24140	49	FTSJ1
9476	24141	10	LAMP5
9477	24142	23	NAA80
9478	24144	101	TFIP11
9479	24145	149	PANX1
9480	24146	27	CLDN15
9481	24147	13	FJX1
9482	24148	152	PRPF6
9483	24149	56	ZNF318
9484	24150	6	TP53TG3
9485	25758	14	KIAA1549L
9486	25759	30	SHC2
9487	25763	11	H2AP
9488	25764	44	HYPK
9489	25766	21	PRPF40B
9490	25769	35	SLC24A2
9491	25770	12	C22orf31
9492	25771	26	TBC1D22A
9493	25774	4	GSTT4
9494	25775	2	YWHAH-AS1
9495	25776	55	CBY1
9496	25777	118	SUN2
9497	25778	26	DSTYK
9498	25780	41	RASGRP3
9499	25782	69	RAB3GAP2
9500	25786	1	DGCR11
9501	25788	63	RAD54B
9502	25789	9	TMEM59L
9503	25790	18	CFAP45
9504	25791	35	NGEF
9505	25792	55	CIZ1
9506	25793	105	FBXO7
9507	25794	30	FSCN2
9508	25796	29	PGLS
9509	25797	57	QPCT
9510	25798	18	BRI3
9511	25799	17	ZNF324
9512	25800	60	SLC39A6
9513	25801	40	GCA
9514	25802	31	LMOD1
9515	25803	80	SPDEF
9516	25804	74	LSM4
9517	25805	53	BAMBI
9518	25806	20	VAX2
9519	25807	28	RHBDD3
9520	25809	20	TTLL1
9521	25812	4	POM121L1P
9522	25813	94	SAMM50
9523	25814	115	ATXN10
9524	25816	62	TNFAIP8
9525	25817	23	TAFA5
9526	25818	78	KLK5
9527	25819	23	NOCT
9528	25820	74	ARIH1
9529	25821	49	MTO1
9530	25822	28	DNAJB5
9531	25823	8	TPSG1
9532	25824	127	PRDX5
9533	25825	76	BACE2
9534	25826	4	SNORD82
9535	25827	43	FBXL2
9536	25828	60	TXN2
9537	25829	17	TMEM184B
9538	25830	38	SULT4A1
9539	25831	83	HECTD1
9540	25832	11	NBPF14
9541	25833	31	POU2F3
9542	25834	25	MGAT4C
9543	25836	161	NIPBL
9544	25837	24	RAB26
9545	25839	45	COG4
9546	25840	28	METTL7A
9547	25841	20	ABTB2
9548	25842	110	ASF1A
9549	25843	55	MOB4
9550	25844	35	YIPF3
9551	25845	4	PP7080
9552	25847	38	ANAPC13
9553	25849	23	PARM1
9554	25850	13	ZNF345
9555	25851	18	TECPR1
9556	25852	53	ARMC8
9557	25853	29	DCAF12
9558	25854	9	FAM149A
9559	25855	120	BRMS1
9560	25858	11	CATSPERZ
9561	25859	26	PART1
9562	25861	39	WHRN
9563	25862	35	USP49
9564	25864	15	ABHD14A
9565	25865	93	PRKD2
9566	25870	46	SUMF2
9567	25871	35	NEPRO
9568	25873	146	RPL36
9569	25874	49	MPC2
9570	25875	47	LETMD1
9571	25876	14	SPEF1
9572	25878	23	MXRA5
9573	25879	50	DCAF13
9574	25880	18	TMEM186
9575	25884	17	CHRDL2
9576	25885	92	POLR1A
9577	25886	29	POC1A
9578	25888	22	ZNF473
9579	25890	26	ABI3BP
9580	25891	10	PAMR1
9581	25893	18	TRIM58
9582	25894	34	PLEKHG4
9583	25895	16	EEF1AKMT3
9584	25896	53	INTS7
9585	25897	30	RNF19A
9586	25898	85	RCHY1
9587	25900	22	IFFO1
9588	25901	15	CCDC28A
9589	25902	109	MTHFD1L
9590	25903	17	OLFML2B
9591	25904	62	CNOT10
9592	25906	27	ANAPC15
9593	25907	15	TMEM158
9594	25909	72	AHCTF1
9595	25911	30	DPCD
9596	25912	29	C1orf43
9597	25913	168	POT1
9598	25914	24	RTTN
9599	25915	44	NDUFAF3
9600	25917	30	THUMPD3
9601	25920	83	NELFB
9602	25921	56	ZDHHC5
9603	25923	56	ATL3
9604	25924	24	MYRIP
9605	25925	40	ZNF521
9606	25926	56	NOL11
9607	25927	30	CNRIP1
9608	25928	33	SOSTDC1
9609	25929	113	GEMIN5
9610	25930	82	PTPN23
9611	25932	94	CLIC4
9612	25934	23	NIPSNAP3A
9613	25936	38	NSL1
9614	25937	385	WWTR1
9615	25938	19	HEATR5A
9616	25939	307	SAMHD1
9617	25940	91	FAM98A
9618	25941	17	TPGS2
9619	25942	331	SIN3A
9620	25943	15	DNAAF9
9621	25945	51	NECTIN3
9622	25946	24	ZNF385A
9623	25948	15	KBTBD2
9624	25949	38	SYF2
9625	25950	28	RWDD3
9626	25953	72	PNKD
9627	25956	20	SEC31B
9628	25957	39	PNISR
9629	25959	69	KANK2
9630	25960	28	ADGRA2
9631	25961	19	NUDT13
9632	25962	67	VIRMA
9633	25963	32	TMEM87A
9634	25966	17	C2CD2
9635	25970	105	SH2B1
9636	25972	21	UNC50
9637	25973	33	PARS2
9638	25974	69	MMACHC
9639	25975	27	EGFL6
9640	25976	38	TIPARP
9641	25977	29	NECAP1
9642	25978	115	CHMP2B
9643	25979	48	DHRS7B
9644	25980	59	AAR2
9645	25981	31	DNAH1
9646	25983	53	NGDN
9647	25984	34	KRT23
9648	25987	22	TSKU
9649	25988	31	HINFP
9650	25989	33	ULK3
9651	25992	10	SNED1
9652	25994	62	HIGD1A
9653	25996	31	REXO2
9654	25998	55	IBTK
9655	25999	20	CLIP3
9656	26000	45	TBC1D10B
9657	26001	30	RNF167
9658	26002	20	MOXD1
9659	26003	92	GORASP2
9660	26005	33	C2CD3
9661	26007	35	TKFC
9662	26009	46	ZZZ3
9663	26010	67	SPATS2L
9664	26011	26	TENM4
9665	26012	28	NSMF
9666	26013	44	L3MBTL1
9667	26015	41	RPAP1
9668	26017	29	FAM32A
9669	26018	100	LRIG1
9670	26019	97	UPF2
9671	26020	43	LRP10
9672	26022	25	TMEM98
9673	26024	42	PTCD1
9674	26025	13	PCDHGA12
9675	26027	22	ACOT11
9676	26030	25	PLEKHG3
9677	26031	66	OSBPL3
9678	26032	8	SUSD5
9679	26033	10	ATRNL1
9680	26034	19	IPCEF1
9681	26035	41	GLCE
9682	26036	57	ZNF451
9683	26037	68	SIPA1L1
9684	26038	67	CHD5
9685	26039	45	SS18L1
9686	26040	70	SETBP1
9687	26043	52	UBXN7
9688	26045	17	LRRTM2
9689	26046	65	LTN1
9690	26047	138	CNTNAP2
9691	26048	14	ZNF500
9692	26049	20	FAM169A
9693	26050	28	SLITRK5
9694	26051	32	PPP1R16B
9695	26052	76	DNM3
9696	26053	73	AUTS2
9697	26054	52	SENP6
9698	26056	72	RAB11FIP5
9699	26057	86	ANKRD17
9700	26058	143	GIGYF2
9701	26059	38	ERC2
9702	26060	114	APPL1
9703	26061	32	HACL1
9704	26062	3	HYAL6P
9705	26063	36	DECR2
9706	26064	86	RAI14
9707	26065	78	LSM14A
9708	26070	4	MYRF-AS1
9709	26071	16	RTL8A
9710	26073	86	POLDIP2
9711	26074	9	CFAP61
9712	26077	1	GNAO1-AS1
9713	26080	4	FAM230C
9714	26082	1	LINC02249
9715	26083	3	TBC1D29P
9716	26084	31	ARHGEF26
9717	26085	45	KLK13
9718	26086	57	GPSM1
9719	26088	114	GGA1
9720	26090	51	ABHD12
9721	26091	40	HERC4
9722	26092	97	TOR1AIP1
9723	26093	31	CCDC9
9724	26094	28	DCAF4
9725	26095	11	PTPN20
9726	26097	106	CHTOP
9727	26098	31	EDRF1
9728	26099	19	SZRD1
9729	26100	61	WIPI2
9730	26103	7	LRIT1
9731	26108	15	PYGO1
9732	26112	16	CCDC69
9733	26115	35	TANC2
9734	26118	55	WSB1
9735	26119	68	LDLRAP1
9736	26121	214	PRPF31
9737	26122	36	EPC2
9738	26123	31	TCTN3
9739	26127	32	FGFR1OP2
9740	26128	59	KIFBP
9741	26130	75	GAPVD1
9742	26133	47	TRPC4AP
9743	26134	1	RALGAPA1P1
9744	26135	206	SERBP1
9745	26136	93	TES
9746	26137	62	ZBTB20
9747	26138	3	LINC00588
9748	26140	14	TTLL3
9749	26145	41	IRF2BP1
9750	26146	35	TRAF3IP1
9751	26147	44	PHF19
9752	26149	15	ZNF658
9753	26150	21	RIBC2
9754	26151	24	NAT9
9755	26152	13	ZNF337
9756	26153	14	KIF26A
9757	26154	49	ABCA12
9758	26155	100	NOC2L
9759	26156	150	RSL1D1
9760	26157	17	GIMAP2
9761	26160	36	IFT172
9762	26164	23	MTG2
9763	26165	10	SPATA31A7
9764	26166	16	RGS22
9765	26167	19	PCDHB5
9766	26168	139	SENP3
9767	26173	61	INTS1
9768	26175	6	TMEM251
9769	26184	5	OR1F2P
9770	26188	9	OR1C1
9771	26189	9	OR1A2
9772	26190	48	FBXW2
9773	26191	567	PTPN22
9774	26205	25	GMEB2
9775	26206	23	SPAG8
9776	26207	23	PITPNC1
9777	26211	12	OR2F1
9778	26212	6	OR2B6
9779	26219	5	OR1J4
9780	26220	33	DGCR5
9781	26223	14	FBXL21P
9782	26224	39	FBXL3
9783	26225	19	ARL5A
9784	26226	8	FBXW4P1
9785	26227	227	PHGDH
9786	26228	35	STAP1
9787	26229	43	B3GAT3
9788	26230	27	TIAM2
9789	26231	11	FBXL9P
9790	26232	59	FBXO2
9791	26233	26	FBXL6
9792	26234	54	FBXL5
9793	26235	38	FBXL4
9794	26238	4	LINC01558
9795	26239	8	LCE2B
9796	26240	25	FAM50B
9797	26242	1	OR4C1P
9798	26245	7	OR2M4
9799	26246	5	OR2L2
9800	26247	1	OR2L1P
9801	26248	13	OR2K2
9802	26249	53	KLHL3
9803	26251	6	KCNG2
9804	26253	43	CLEC4E
9805	26254	24	OPTC
9806	26255	10	PTTG3P
9807	26256	31	CABYR
9808	26257	22	NKX2-8
9809	26258	50	BLOC1S6
9810	26259	55	FBXW8
9811	26260	30	FBXO25
9812	26261	15	FBXO24
9813	26262	20	TSPAN17
9814	26263	66	FBXO22
9815	26266	14	SLC13A4
9816	26267	28	FBXO10
9817	26268	29	FBXO9
9818	26269	24	FBXO8
9819	26270	52	FBXO6
9820	26271	87	FBXO5
9821	26272	53	FBXO4
9822	26273	60	FBXO3
9823	26275	32	HIBCH
9824	26276	80	VPS33B
9825	26277	98	TINF2
9826	26278	106	SACS
9827	26279	31	PLA2G2D
9828	26280	14	IL1RAPL2
9829	26281	49	FGF20
9830	26284	81	ERAL1
9831	26285	25	CLDN17
9832	26286	48	ARFGAP3
9833	26287	34	ANKRD2
9834	26289	16	AK5
9835	26290	13	GALNT8
9836	26291	376	FGF21
9837	26292	69	MYCBP
9838	26297	14	SERGEF
9839	26298	69	EHF
9840	26301	18	GBGT1
9841	26307	6	PCDHA14
9842	26322	2	OR4H6P
9843	26330	55	GAPDHS
9844	26333	10	OR7A17
9845	26335	2	OR7A15P
9846	26338	4	OR5L2
9847	26339	5	OR5K1
9848	26341	5	OR5H1
9849	26343	2	OR5E1P
9850	26353	128	HSPB8
9851	26354	223	GNL3
9852	26355	33	FAM162A
9853	26468	38	LHX6
9854	26469	32	PTPN18
9855	26470	32	SEZ6L2
9856	26471	96	NUPR1
9857	26472	18	PPP1R14B
9858	26473	1	OR7E16P
9859	26475	1	OR7E43P
9860	26476	11	OR10J1
9861	26478	1	OR7E53P
9862	26479	2	OR7E62P
9863	26492	5	OR8G2P
9864	26493	7	OR8B8
9865	26494	5	OR8G1
9866	26495	1	OR9A1P
9867	26496	7	OR10A3
9868	26497	3	OR10D3
9869	26499	27	PLEK2
9870	26502	29	NARF
9871	26503	49	SLC17A5
9872	26504	52	CNNM4
9873	26505	50	CNNM3
9874	26507	17	CNNM1
9875	26508	35	HEYL
9876	26509	96	MYOF
9877	26511	23	CHIC2
9878	26512	61	INTS6
9879	26513	1	RPL34P2
9880	26514	1	RPL34P1
9881	26515	22	TIMM10B
9882	26516	1	RPS5P1
9883	26517	78	TIMM13
9884	26519	34	TIMM10
9885	26520	34	TIMM9
9886	26521	37	TIMM8B
9887	26523	146	AGO1
9888	26524	188	LATS2
9889	26525	89	IL36RN
9890	26526	6	TSPAN16
9891	26528	77	DAZAP1
9892	26529	13	OR12D2
9893	26530	2	OR12D1
9894	26531	6	OR11A1
9895	26532	10	OR10H3
9896	26533	6	OR10G3
9897	26534	7	OR10G2
9898	26537	2	OR51A1P
9899	26538	7	OR10H2
9900	26539	8	OR10H1
9901	26540	2	OR10G1P
9902	26541	1	OR10D1P
9903	26548	20	ITGB1BP2
9904	26574	119	AATF
9905	26575	38	RGS17
9906	26576	16	SRPK3
9907	26577	20	PCOLCE2
9908	26578	51	OSTF1
9909	26579	27	MYEOV
9910	26580	121	BSCL2
9911	26581	4	DUX5
9912	26582	5	DUX3
9913	26583	7	DUX4L8
9914	26584	6	DUX1
9915	26585	161	GREM1
9916	26586	81	CKAP2
9917	26589	59	MRPL46
9918	26595	5	OR8B2
9919	26608	102	TBL2
9920	26609	11	VCX
9921	26610	54	ELP4
9922	26614	3	OR7E66P
9923	26628	3	OR7E47P
9924	26637	1	OR7E36P
9925	26644	1	OR7E29P
9926	26645	1	OR7E28P
9927	26648	10	OR7E24
9928	26651	1	OR7E19P
9929	26656	2	OR7D1P
9930	26658	8	OR7C2
9931	26659	12	OR7A5
9932	26661	2	OR7A8P
9933	26664	10	OR7C1
9934	26668	3	OR7A3P
9935	26679	1	OR4G3P
9936	26681	1	OR4G1P
9937	26682	7	OR4F4
9938	26683	4	OR4F3
9939	26685	1	OR4F1P
9940	26686	6	OR4E2
9941	26687	6	OR4E1
9942	26689	8	OR4D1
9943	26692	11	OR2W1
9944	26693	2	OR2V1
9945	26694	1	OR2U2P
9946	26695	1	OR2U1P
9947	26696	8	OR2T1
9948	26701	1	OR2N1P
9949	26707	10	OR2J2
9950	26713	1	OR2H5P
9951	26716	12	OR2H1
9952	26717	1	OR2G1P
9953	26719	1	OR2E1P
9954	26735	5	OR1L3
9955	26737	2	OR1L1
9956	26740	7	OR1J2
9957	26742	1	OR1H1P
9958	26747	37	NUFIP1
9959	26748	11	GAGE12I
9960	26749	12	GAGE2E
9961	26750	28	RPS6KC1
9962	26751	25	SH3YL1
9963	26762	242	HAVCR1
9964	26765	4	SNORD12C
9965	26766	1	RNU105C
9966	26767	1	RNU105B
9967	26768	6	SNORA73B
9968	26769	4	SNORD81
9969	26770	3	SNORD79
9970	26771	2	SNORD102
9971	26772	2	SNORD4B
9972	26773	2	SNORD4A
9973	26774	4	SNORD80
9974	26775	4	SNORA72
9975	26776	4	SNORA71B
9976	26777	6	SNORA71A
9977	26778	4	SNORA70
9978	26779	6	SNORA69
9979	26780	3	SNORA68
9980	26781	6	SNORA67
9981	26782	5	SNORA66
9982	26783	4	SNORA65
9983	26784	7	SNORA64
9984	26785	3	SNORD63
9985	26786	3	SNORD62A
9986	26787	4	SNORD61
9987	26788	3	SNORD60
9988	26789	3	SNORD59A
9989	26790	3	SNORD58B
9990	26791	3	SNORD58A
9991	26792	3	SNORD57
9992	26793	2	SNORD56
9993	26795	4	SNORD54
9994	26796	3	SNORD53
9995	26797	3	SNORD52
9996	26798	2	SNORD51
9997	26799	8	SNORD50A
9998	26800	2	SNORD49A
9999	26801	4	SNORD48
10000	26802	3	SNORD47
10001	26804	2	SNORD45B
10002	26805	3	SNORD45A
10003	26806	3	SNORD44
10004	26807	4	SNORD43
10005	26808	2	SNORD42B
10006	26809	4	SNORD42A
10007	26810	3	SNORD41
10008	26811	4	SNORD55
10009	26812	2	SNORD37
10010	26813	5	SNORD36C
10011	26814	4	SNORD36B
10012	26815	4	SNORD36A
10013	26816	4	SNORD35A
10014	26817	4	SNORD34
10015	26818	5	SNORD33
10016	26819	3	SNORD32A
10017	26820	8	SNORD24
10018	26821	8	SNORA74A
10019	26822	2	SNORD14A
10020	26823	4	RNU12-2P
10021	26824	7	RNU11
10022	26825	4	RNU6-50P
10023	26826	6	RNU6-6P
10024	26827	15	RNU6-1
10025	26828	2	RNU5F-1
10026	26829	1	RNU5E-1
10027	26830	1	RNU5D-1
10028	26831	9	RNU5A-1
10029	26832	3	RNU5B-1
10030	26834	4	RNU4-2
10031	26835	14	RNU4-1
10032	26838	1	RNU4-6P
10033	26839	1	RNU4-5P
10034	26840	1	RNU4-4P
10035	26841	1	RNU4-3P
10036	26842	1	SNORD3P4
10037	26843	3	SNORD3P3
10038	26851	5	SNORD3B-1
10039	26852	1	RNU2-5P
10040	26853	2	RNU2-4P
10041	26854	2	RNU2-3P
10042	26855	1	RNU2-2P
10043	26858	1	RNU1-15P
10044	26859	2	RNU1-14P
10045	26860	2	RNVU1-2
10046	26861	3	RNU1-11P
10047	26863	5	RNVU1-18
10048	26864	3	RNVU1-7
10049	26865	2	RNU1-27P
10050	26866	2	RNU1-28P
10051	26869	3	RNU1-3
10052	26870	2	RNU1-2
10053	26871	18	RNU1-1
10054	26872	46	STEAP1
10055	26873	17	OPLAH
10056	26952	12	SMR3A
10057	26953	35	RANBP6
10058	26957	2	ABCD1P4
10059	26958	95	COPG2
10060	26959	67	HBP1
10061	26960	44	NBEA
10062	26973	52	CHORDC1
10063	26974	7	ZNF285
10064	26978	2	PABPC1P3
10065	26980	3	PABPC1P1
10066	26982	1	ABCD1P3
10067	26983	1	ABCD1P2
10068	26984	26	SEC22A
10069	26985	84	AP3M1
10070	26986	399	PABPC1
10071	26993	119	AKAP8L
10072	26994	56	RNF11
10073	26995	33	TRUB2
10074	26996	14	GPR160
10075	26998	37	FETUB
10076	26999	91	CYFIP2
10077	27000	50	DNAJC2
10078	27002	2	PAFAH1B1P2
10079	27004	15	TCL6
10080	27005	71	USP21
10081	27006	18	FGF22
10082	27010	41	TPK1
10083	27012	12	KCNV1
10084	27013	9	CNPPD1
10085	27018	32	BEX3
10086	27019	34	DNAI1
10087	27020	37	NPTN
10088	27022	53	FOXD3
10089	27023	8	FOXB1
10090	27030	65	MLH3
10091	27031	48	NPHP3
10092	27032	137	ATP2C1
10093	27033	31	ZBTB32
10094	27034	25	ACAD8
10095	27035	217	NOX1
10096	27036	51	SIGLEC7
10097	27037	50	TRMT2A
10098	27038	1	ARVD6
10099	27039	8	PKD2L2
10100	27040	151	LAT
10101	27042	40	UTP25
10102	27043	153	PELP1
10103	27044	219	SND1
10104	27063	57	ANKRD1
10105	27065	19	NSG1
10106	27067	79	STAU2
10107	27068	64	PPA2
10108	27069	41	GHITM
10109	27071	24	DAPP1
10110	27072	60	VPS41
10111	27074	62	LAMP3
10112	27075	26	TSPAN13
10113	27076	45	LYPD3
10114	27077	19	B9D1
10115	27079	16	RPUSD2
10116	27085	31	MTBP
10117	27086	229	FOXP1
10118	27087	68	B3GAT1
10119	27089	35	UQCRQ
10120	27090	22	ST6GALNAC4
10121	27091	13	CACNG5
10122	27092	20	CACNG4
10123	27093	3	KCNMB3P1
10124	27094	23	KCNMB3
10125	27095	57	TRAPPC3
10126	27097	64	TAF5L
10127	27098	10	CLUL1
10128	27099	5	SND1-IT1
10129	27101	140	CACYBP
10130	27102	54	EIF2AK1
10131	27106	12	ARRDC2
10132	27107	26	ZBTB11
10133	27109	23	DMAC2L
10134	27111	30	SDCBP2
10135	27112	2	NALF2
10136	27113	231	BBC3
10137	27115	27	PDE7B
10138	27120	22	DKKL1
10139	27121	39	DKK4
10140	27122	174	DKK3
10141	27123	52	DKK2
10142	27124	16	INPP5J
10143	27125	88	AFF4
10144	27127	22	SMC1B
10145	27128	23	CYTH4
10146	27129	31	HSPB7
10147	27130	46	INVS
10148	27131	68	SNX5
10149	27132	24	CPNE7
10150	27133	31	KCNH5
10151	27134	21	TJP3
10152	27136	17	MORC1
10153	27141	34	CIDEB
10154	27143	25	PALD1
10155	27145	22	FILIP1
10156	27146	8	FAM184B
10157	27147	13	DENND2A
10158	27148	30	STK36
10159	27151	17	CPAMD8
10160	27152	20	INTU
10161	27153	12	ZNF777
10162	27154	26	BRPF3
10163	27156	13	RSPH14
10164	27158	24	NDOR1
10165	27159	44	CHIA
10166	27160	5	INGX
10167	27161	429	AGO2
10168	27163	28	NAAA
10169	27164	20	SALL3
10170	27165	61	GLS2
10171	27166	27	PRELID1
10172	27170	1	COTL1P1
10173	27173	50	SLC39A1
10174	27175	35	TUBG2
10175	27177	33	IL36B
10176	27178	234	IL37
10177	27179	67	IL36A
10178	27180	54	SIGLEC9
10179	27181	37	SIGLEC8
10180	27183	146	VPS4A
10181	27184	7	DISC2
10182	27185	295	DISC1
10183	27189	35	IL17C
10184	27190	26	IL17B
10185	27192	2	TRAPPC2P6
10186	27193	2	TRAPPC2P5
10187	27194	2	TRAPPC2P4
10188	27195	2	TRAPPC2P3
10189	27196	1	TRAPPC2P2
10190	27197	5	GPR82
10191	27198	40	HCAR1
10192	27199	19	OXGR1
10193	27200	2	GPR79
10194	27201	14	GPR78
10195	27202	51	C5AR2
10196	27229	61	TUBGCP4
10197	27230	34	SERP1
10198	27231	15	NMRK2
10199	27232	61	GNMT
10200	27233	23	SULT1C4
10201	27235	45	COQ2
10202	27236	40	ARFIP1
10203	27237	36	ARHGEF16
10204	27238	53	GPKOW
10205	27239	11	GPR162
10206	27240	23	SIT1
10207	27241	45	BBS9
10208	27242	53	TNFRSF21
10209	27243	82	CHMP2A
10210	27244	36	SESN1
10211	27245	49	AHDC1
10212	27246	51	RNF115
10213	27247	45	NFU1
10214	27248	58	ERLEC1
10215	27249	34	MMADHC
10216	27250	324	PDCD4
10217	27252	39	KLHL20
10218	27253	53	PCDH17
10219	27254	19	CSDC2
10220	27255	30	CNTN6
10221	27257	55	LSM1
10222	27258	71	LSM3
10223	27259	1	HPLH1
10224	27283	18	TINAG
10225	27284	28	SULT1B1
10226	27285	20	TEKT2
10227	27286	34	SRPX2
10228	27287	29	VENTX
10229	27288	28	RBMXL2
10230	27289	44	RND1
10231	27290	12	SPINK4
10232	27291	27	R3HCC1L
10233	27292	87	DIMT1
10234	27293	32	SMPDL3B
10235	27294	15	DHDH
10236	27295	34	PDLIM3
10237	27296	11	TP53TG5
10238	27297	45	CRCP
10239	27299	19	ADAMDEC1
10240	27300	17	ZNF544
10241	27301	37	APEX2
10242	27302	43	BMP10
10243	27303	38	RBMS3
10244	27304	30	MOCS3
10245	27306	38	HPGDS
10246	27309	20	ZNF330
10247	27314	24	RAB30
10248	27315	22	PGAP2
10249	27316	227	RBMX
10250	27319	11	BHLHE22
10251	27321	2	TNRC17
10252	27324	89	TOX3
10253	27327	126	TNRC6A
10254	27328	39	PCDH11X
10255	27329	142	ANGPTL3
10256	27330	48	RPS6KA6
10257	27332	91	ZNF638
10258	27333	47	GOLIM4
10259	27334	16	P2RY10
10260	27335	97	EIF3K
10261	27336	96	HTATSF1
10262	27338	118	UBE2S
10263	27339	215	PRPF19
10264	27340	66	UTP20
10265	27341	51	RRP7A
10266	27342	81	RABGEF1
10267	27343	95	POLL
10268	27344	27	PCSK1N
10269	27345	27	KCNMB4
10270	27346	45	TMEM97
10271	27347	104	STK39
10272	27348	30	TOR1B
10273	27349	35	MCAT
10274	27350	131	APOBEC3C
10275	27351	17	DESI1
10276	27352	35	SGSM3
10277	27429	179	HTRA2
10278	27430	79	MAT2B
10279	27433	56	TOR2A
10280	27434	49	POLM
10281	27436	126	EML4
