candidate_gene,neighbors,neighbors_in_seed,neighbors_divide_by_interactome_size,neighbors_in_seed_divide_by_seed_size,ratios,p_value,fdr_bh
DEK,58,2,0.003115599484314568,0.019801980198019802,6.355752816660976,0.002,0.0037139437462597245
TAF5,61,2,0.003276751181779115,0.019801980198019802,6.043174809284207,0.002,0.0037139437462597245
MTMR8,49,2,0.0026321443919209283,0.019801980198019802,7.523135987068095,0.002,0.0037139437462597245
KMT2B,53,2,0.002847013321873657,0.019801980198019802,6.955352138987484,0.002,0.0037139437462597245
MCCC2,39,2,0.002094972067039106,0.019801980198019802,9.452145214521453,0.002,0.0037139437462597245
DENND4A,46,2,0.0024709926944563817,0.019801980198019802,8.013775290572536,0.002,0.0037139437462597245
ARHGAP22,52,2,0.002793296089385475,0.019801980198019802,7.089108910891089,0.002,0.0037139437462597245
ZNF148,53,2,0.002847013321873657,0.019801980198019802,6.955352138987484,0.002,0.0037139437462597245
STMN1,58,2,0.003115599484314568,0.019801980198019802,6.355752816660976,0.002,0.0037139437462597245
RNF34,39,2,0.002094972067039106,0.019801980198019802,9.452145214521453,0.002,0.0037139437462597245
ZNF326,43,2,0.002309840996991835,0.019801980198019802,8.572875892240386,0.002,0.0037139437462597245
HNRNPUL2,48,2,0.002578427159432746,0.019801980198019802,7.67986798679868,0.002,0.0037139437462597245
BMX,46,2,0.0024709926944563817,0.019801980198019802,8.013775290572536,0.002,0.0037139437462597245
CD40LG,34,2,0.001826385904598195,0.019801980198019802,10.842166569598136,0.002,0.0037139437462597245
DNAJB9,46,2,0.0024709926944563817,0.019801980198019802,8.013775290572536,0.002,0.0037139437462597245
EXOC3,63,2,0.003384185646755479,0.019801980198019802,5.8513279899418515,0.002,0.0037139437462597245
RBPJL,53,2,0.002847013321873657,0.019801980198019802,6.955352138987484,0.002,0.0037139437462597245
DLGAP1,35,2,0.0018801031370863773,0.019801980198019802,10.532390381895333,0.002,0.0037139437462597245
TMSB4X,52,2,0.002793296089385475,0.019801980198019802,7.089108910891089,0.002,0.0037139437462597245
SOX4,47,2,0.0025247099269445636,0.019801980198019802,7.843269433326312,0.002,0.0037139437462597245
BTG2,43,2,0.002309840996991835,0.019801980198019802,8.572875892240386,0.002,0.0037139437462597245
BAAT,55,2,0.0029544477868500216,0.019801980198019802,6.702430243024303,0.002,0.0037139437462597245
TBL3,37,2,0.001987537602062742,0.019801980198019802,9.963071982873963,0.002,0.0037139437462597245
EFS,41,2,0.0022024065320154704,0.019801980198019802,8.991064960154553,0.002,0.0037139437462597245
DCAF11,49,2,0.0026321443919209283,0.019801980198019802,7.523135987068095,0.002,0.0037139437462597245
SP100,57,2,0.003061882251826386,0.019801980198019802,6.467257252040993,0.002,0.0037139437462597245
TLR5,34,2,0.001826385904598195,0.019801980198019802,10.842166569598136,0.002,0.0037139437462597245
SEPTIN7,58,2,0.003115599484314568,0.019801980198019802,6.355752816660976,0.002,0.0037139437462597245
MUL1,56,2,0.0030081650193382035,0.019801980198019802,6.582743988684583,0.002,0.0037139437462597245
THAP12,31,2,0.0016652342071336484,0.019801980198019802,11.89140849568828,0.002,0.0037139437462597245
SUPT3H,37,2,0.001987537602062742,0.019801980198019802,9.963071982873963,0.002,0.0037139437462597245
EFNA1,43,2,0.002309840996991835,0.019801980198019802,8.572875892240386,0.002,0.0037139437462597245
TBL1Y,34,2,0.001826385904598195,0.019801980198019802,10.842166569598136,0.002,0.0037139437462597245
SLC25A3,69,2,0.0037064890416845723,0.019801980198019802,5.34251686038169,0.002,0.0037139437462597245
NEFM,64,2,0.0034379028792436614,0.019801980198019802,5.75990099009901,0.002,0.0037139437462597245
QDPR,23,2,0.0012354963472281909,0.019801980198019802,16.02755058114507,0.002,0.0037139437462597245
CHGB,41,2,0.0022024065320154704,0.019801980198019802,8.991064960154553,0.002,0.0037139437462597245
TRAF6,690,9,0.03706489041684572,0.0891089108910891,2.4041325871717607,0.003,0.005064744287268771
PCNA,585,9,0.031424581005586594,0.0891089108910891,2.8356435643564355,0.003,0.005064744287268771
CALM3,510,8,0.027395788568972925,0.07920792079207921,2.891244418559503,0.003,0.005064744287268771
CALM1,454,7,0.024387623549634724,0.06930693069306931,2.8418894752911417,0.003,0.005064744287268771
ATF2,366,6,0.019660507090674687,0.0594059405940594,3.0215874046421036,0.003,0.005064744287268771
SUZ12,366,6,0.019660507090674687,0.0594059405940594,3.0215874046421036,0.003,0.005064744287268771
LLGL2,370,6,0.019875376020627417,0.0594059405940594,2.988921594862189,0.003,0.005064744287268771
HSPD1,336,6,0.018048990116029222,0.0594059405940594,3.2913719943422914,0.003,0.005064744287268771
UBA1,203,5,0.010904598195100989,0.04950495049504951,4.539823440472126,0.003,0.005064744287268771
CASP6,246,5,0.013214439192092824,0.04950495049504951,3.7462770667310634,0.003,0.005064744287268771
SYNCRIP,265,5,0.014235066609368286,0.04950495049504951,3.4776760694937416,0.003,0.005064744287268771
RPL3,248,5,0.013321873657069187,0.04950495049504951,3.7160651549025876,0.003,0.005064744287268771
RPL31,204,5,0.01095831542758917,0.04950495049504951,4.517569403999223,0.003,0.005064744287268771
RPL23A,224,5,0.012032660077352814,0.04950495049504951,4.114214992927865,0.003,0.005064744287268771
CFTR,258,5,0.01385904598195101,0.04950495049504951,3.5720316217668278,0.003,0.005064744287268771
MAPK11,261,5,0.014020197679415557,0.04950495049504951,3.5309737870338758,0.003,0.005064744287268771
POLR2B,239,5,0.012838418564675548,0.04950495049504951,3.856000662827789,0.003,0.005064744287268771
CCT7,252,5,0.013536742587021916,0.04950495049504951,3.657079993713657,0.003,0.005064744287268771
CDK9,229,5,0.012301246239793727,0.04950495049504951,4.0243849712482165,0.003,0.005064744287268771
HNRNPH1,268,5,0.014396218306832832,0.04950495049504951,3.4387468597606032,0.003,0.005064744287268771
PDS5A,159,4,0.00854103996562097,0.039603960396039604,4.636901425991656,0.003,0.005064744287268771
GAN,209,4,0.011226901590030081,0.039603960396039604,3.527594864749633,0.003,0.005064744287268771
HNF4A,188,4,0.010098839707778254,0.039603960396039604,3.921634716663156,0.003,0.005064744287268771
MAX,190,4,0.01020627417275462,0.039603960396039604,3.8803543512245966,0.003,0.005064744287268771
RPS26,184,4,0.009883970777825527,0.039603960396039604,4.006887645286268,0.003,0.005064744287268771
ABI1,156,4,0.008379888268156424,0.039603960396039604,4.726072607260726,0.003,0.005064744287268771
IL13RA2,171,4,0.009185646755479157,0.039603960396039604,4.311504834693996,0.003,0.005064744287268771
DLG1,177,4,0.009507950150408251,0.039603960396039604,4.165352128433182,0.003,0.005064744287268771
EIF4E2,165,4,0.008863343360550065,0.039603960396039604,4.468286828682868,0.003,0.005064744287268771
STAG1,150,4,0.008057584873227332,0.039603960396039604,4.9151155115511544,0.003,0.005064744287268771
PAK2,167,4,0.00897077782552643,0.039603960396039604,4.4147744115728935,0.003,0.005064744287268771
TUBA1B,185,4,0.009937688010313708,0.039603960396039604,3.9852287931495853,0.003,0.005064744287268771
IMMT,146,4,0.007842715943274603,0.039603960396039604,5.049776210497762,0.003,0.005064744287268771
CEBPD,137,4,0.007359260850880962,0.039603960396039604,5.381513333815134,0.003,0.005064744287268771
FRS3,160,4,0.008594757198109154,0.039603960396039604,4.607920792079208,0.003,0.005064744287268771
AIFM1,149,4,0.008003867640739149,0.039603960396039604,4.948102863977673,0.003,0.005064744287268771
PCBP2,176,4,0.009454232917920068,0.039603960396039604,4.189018901890189,0.003,0.005064744287268771
HCK,172,4,0.00923936398796734,0.039603960396039604,4.286437946120193,0.003,0.005064744287268771
TOP1,165,4,0.008863343360550065,0.039603960396039604,4.468286828682868,0.003,0.005064744287268771
PSMB5,115,3,0.006177481736140954,0.0297029702970297,4.808265174343521,0.003,0.005064744287268771
SNIP1,108,3,0.0058014611087236784,0.0297029702970297,5.11991199119912,0.003,0.005064744287268771
ATXN1L,99,3,0.005318006016330039,0.0297029702970297,5.585358535853585,0.003,0.005064744287268771
CLTA,130,3,0.006983240223463687,0.0297029702970297,4.253465346534654,0.003,0.005064744287268771
FCGR3A,110,3,0.005908895573700043,0.0297029702970297,5.026822682268226,0.003,0.005064744287268771
CKAP4,105,3,0.005640309411259132,0.0297029702970297,5.266195190947665,0.003,0.005064744287268771
AIMP2,96,3,0.005156854318865492,0.0297029702970297,5.75990099009901,0.003,0.005064744287268771
CDK18,103,3,0.0055328749462827675,0.0297029702970297,5.368451408247621,0.003,0.005064744287268771
SDC4,114,3,0.006123764503652772,0.0297029702970297,4.850442939030745,0.003,0.005064744287268771
FOXB1,133,3,0.007144391920928234,0.0297029702970297,4.15752251916921,0.003,0.005064744287268771
NCAPH2,119,3,0.006392350666093683,0.0297029702970297,4.646642815542059,0.003,0.005064744287268771
TUBA8,107,3,0.005747743876235496,0.0297029702970297,5.167761635976682,0.003,0.005064744287268771
TLE1,128,3,0.006875805758487323,0.0297029702970297,4.319925742574257,0.003,0.005064744287268771
CCND3,103,3,0.0055328749462827675,0.0297029702970297,5.368451408247621,0.003,0.005064744287268771
MCL1,115,3,0.006177481736140954,0.0297029702970297,4.808265174343521,0.003,0.005064744287268771
PRR20B,110,3,0.005908895573700043,0.0297029702970297,5.026822682268226,0.003,0.005064744287268771
RBBP6,76,3,0.0040825096691018475,0.0297029702970297,7.275664408546118,0.003,0.005064744287268771
KRTAP13-2,85,3,0.004565964761495488,0.0297029702970297,6.5052999417588815,0.003,0.005064744287268771
SPAG9,95,3,0.00510313708637731,0.0297029702970297,5.820531526836894,0.003,0.005064744287268771
IL3,88,3,0.004727116458960034,0.0297029702970297,6.283528352835284,0.003,0.005064744287268771
BDNF,103,3,0.0055328749462827675,0.0297029702970297,5.368451408247621,0.003,0.005064744287268771
MAGI1,121,3,0.006499785131070047,0.0297029702970297,4.569838802062024,0.003,0.005064744287268771
PRR20A,110,3,0.005908895573700043,0.0297029702970297,5.026822682268226,0.003,0.005064744287268771
PRR20C,110,3,0.005908895573700043,0.0297029702970297,5.026822682268226,0.003,0.005064744287268771
ELOA,114,3,0.006123764503652772,0.0297029702970297,4.850442939030745,0.003,0.005064744287268771
HAVCR2,71,3,0.003813923506660937,0.0297029702970297,7.788035141542323,0.003,0.005064744287268771
GATA2,101,3,0.005425440481306403,0.0297029702970297,5.474757376727772,0.003,0.005064744287268771
PLCD1,104,3,0.00558659217877095,0.0297029702970297,5.316831683168316,0.003,0.005064744287268771
IL3RA,121,3,0.006499785131070047,0.0297029702970297,4.569838802062024,0.003,0.005064744287268771
ID2,130,3,0.006983240223463687,0.0297029702970297,4.253465346534654,0.003,0.005064744287268771
PLCE1,100,3,0.0053717232488182205,0.0297029702970297,5.52950495049505,0.003,0.005064744287268771
CD40,101,3,0.005425440481306403,0.0297029702970297,5.474757376727772,0.003,0.005064744287268771
PEX5,99,3,0.005318006016330039,0.0297029702970297,5.585358535853585,0.003,0.005064744287268771
ZAP70,118,3,0.0063386334336055,0.0297029702970297,4.68602114448733,0.003,0.005064744287268771
ARF1,120,3,0.006446067898581865,0.0297029702970297,4.607920792079208,0.003,0.005064744287268771
NEDD9,86,3,0.00461968199398367,0.0297029702970297,6.42965691918029,0.003,0.005064744287268771
ITGB2,109,3,0.005855178341211861,0.0297029702970297,5.072940321555091,0.003,0.005064744287268771
EIF4B,134,3,0.007198109153416416,0.0297029702970297,4.126496231712723,0.003,0.005064744287268771
PIK3C2A,109,3,0.005855178341211861,0.0297029702970297,5.072940321555091,0.003,0.005064744287268771
PRR20D,112,3,0.006016330038676407,0.0297029702970297,4.937057991513437,0.003,0.005064744287268771
MED24,95,3,0.00510313708637731,0.0297029702970297,5.820531526836894,0.003,0.005064744287268771
RAD50,109,3,0.005855178341211861,0.0297029702970297,5.072940321555091,0.003,0.005064744287268771
COP1,98,3,0.005264288783841857,0.0297029702970297,5.64235199030107,0.003,0.005064744287268771
MAP2K6,79,3,0.0042436613665663946,0.0297029702970297,6.999373355057024,0.003,0.005064744287268771
TSC2,126,3,0.006768371293510958,0.0297029702970297,4.388495992456388,0.003,0.005064744287268771
RIPK1,151,3,0.008111302105715514,0.0297029702970297,3.661923808274867,0.003,0.005064744287268771
PRR20E,110,3,0.005908895573700043,0.0297029702970297,5.026822682268226,0.003,0.005064744287268771
TGM2,113,3,0.006070047271164589,0.0297029702970297,4.893367212827477,0.003,0.005064744287268771
RNGTT,60,2,0.0032230339492909325,0.019801980198019802,6.143894389438944,0.003,0.005064744287268771
ARHGAP17,60,2,0.0032230339492909325,0.019801980198019802,6.143894389438944,0.003,0.005064744287268771
MTMR1,60,2,0.0032230339492909325,0.019801980198019802,6.143894389438944,0.003,0.005064744287268771
KDM3B,49,2,0.0026321443919209283,0.019801980198019802,7.523135987068095,0.003,0.005064744287268771
LDB1,47,2,0.0025247099269445636,0.019801980198019802,7.843269433326312,0.003,0.005064744287268771
KIDINS220,56,2,0.0030081650193382035,0.019801980198019802,6.582743988684583,0.003,0.005064744287268771
ATP2B1,45,2,0.0024172754619681994,0.019801980198019802,8.191859185918592,0.003,0.005064744287268771
MAP3K20,49,2,0.0026321443919209283,0.019801980198019802,7.523135987068095,0.003,0.005064744287268771
EIF3M,53,2,0.002847013321873657,0.019801980198019802,6.955352138987484,0.003,0.005064744287268771
ATXN2L,40,2,0.0021486892995272885,0.019801980198019802,9.215841584158415,0.003,0.005064744287268771
HOXD13,51,2,0.0027395788568972926,0.019801980198019802,7.228111046398758,0.003,0.005064744287268771
UBAP2,64,2,0.0034379028792436614,0.019801980198019802,5.75990099009901,0.003,0.005064744287268771
MCU,34,2,0.001826385904598195,0.019801980198019802,10.842166569598136,0.003,0.005064744287268771
DKK1,48,2,0.002578427159432746,0.019801980198019802,7.67986798679868,0.003,0.005064744287268771
IPO13,40,2,0.0021486892995272885,0.019801980198019802,9.215841584158415,0.003,0.005064744287268771
DAZAP1,46,2,0.0024709926944563817,0.019801980198019802,8.013775290572536,0.003,0.005064744287268771
GRB7,68,2,0.00365277180919639,0.019801980198019802,5.421083284799068,0.003,0.005064744287268771
LY96,61,2,0.003276751181779115,0.019801980198019802,6.043174809284207,0.003,0.005064744287268771
POLA1,63,2,0.003384185646755479,0.019801980198019802,5.8513279899418515,0.003,0.005064744287268771
CHKA,27,2,0.0014503652771809196,0.019801980198019802,13.653098643197653,0.003,0.005064744287268771
TCEAL1,51,2,0.0027395788568972926,0.019801980198019802,7.228111046398758,0.003,0.005064744287268771
UBE3C,34,2,0.001826385904598195,0.019801980198019802,10.842166569598136,0.003,0.005064744287268771
HEXIM1,47,2,0.0025247099269445636,0.019801980198019802,7.843269433326312,0.003,0.005064744287268771
GP1BB,53,2,0.002847013321873657,0.019801980198019802,6.955352138987484,0.003,0.005064744287268771
SMARCD2,52,2,0.002793296089385475,0.019801980198019802,7.089108910891089,0.003,0.005064744287268771
MYO1D,57,2,0.003061882251826386,0.019801980198019802,6.467257252040993,0.003,0.005064744287268771
PRG2,73,2,0.003921357971637301,0.019801980198019802,5.049776210497762,0.003,0.005064744287268771
KLHL22,51,2,0.0027395788568972926,0.019801980198019802,7.228111046398758,0.003,0.005064744287268771
ECD,55,2,0.0029544477868500216,0.019801980198019802,6.702430243024303,0.003,0.005064744287268771
PSAP,39,2,0.002094972067039106,0.019801980198019802,9.452145214521453,0.003,0.005064744287268771
RBM17,67,2,0.003599054576708208,0.019801980198019802,5.501994975616965,0.003,0.005064744287268771
ZHX1,60,2,0.0032230339492909325,0.019801980198019802,6.143894389438944,0.003,0.005064744287268771
AP3D1,49,2,0.0026321443919209283,0.019801980198019802,7.523135987068095,0.003,0.005064744287268771
ST3GAL4,52,2,0.002793296089385475,0.019801980198019802,7.089108910891089,0.003,0.005064744287268771
PHKB,46,2,0.0024709926944563817,0.019801980198019802,8.013775290572536,0.003,0.005064744287268771
GSPT1,51,2,0.0027395788568972926,0.019801980198019802,7.228111046398758,0.003,0.005064744287268771
PPP2R3B,50,2,0.0026858616244091102,0.019801980198019802,7.372673267326733,0.003,0.005064744287268771
CLIC1,56,2,0.0030081650193382035,0.019801980198019802,6.582743988684583,0.003,0.005064744287268771
DHFR,43,2,0.002309840996991835,0.019801980198019802,8.572875892240386,0.003,0.005064744287268771
PPP1R3C,46,2,0.0024709926944563817,0.019801980198019802,8.013775290572536,0.003,0.005064744287268771
TEKT5,53,2,0.002847013321873657,0.019801980198019802,6.955352138987484,0.003,0.005064744287268771
RRM2B,57,2,0.003061882251826386,0.019801980198019802,6.467257252040993,0.003,0.005064744287268771
KIRREL1,43,2,0.002309840996991835,0.019801980198019802,8.572875892240386,0.003,0.005064744287268771
SLC9A3R2,75,2,0.004028792436613666,0.019801980198019802,4.9151155115511544,0.003,0.005064744287268771
MSI2,42,2,0.0022561237645036527,0.019801980198019802,8.776991984912778,0.003,0.005064744287268771
ANGPT2,55,2,0.0029544477868500216,0.019801980198019802,6.702430243024303,0.003,0.005064744287268771
ATF7,47,2,0.0025247099269445636,0.019801980198019802,7.843269433326312,0.003,0.005064744287268771
WBP4,65,2,0.0034916201117318434,0.019801980198019802,5.671287128712872,0.003,0.005064744287268771
UBE2G2,56,2,0.0030081650193382035,0.019801980198019802,6.582743988684583,0.003,0.005064744287268771
NFIX,29,2,0.001557799742157284,0.019801980198019802,12.711505633321952,0.003,0.005064744287268771
MSX2,69,2,0.0037064890416845723,0.019801980198019802,5.34251686038169,0.003,0.005064744287268771
PRDX5,38,2,0.0020412548345509238,0.019801980198019802,9.700885878061491,0.003,0.005064744287268771
GSC2,63,2,0.003384185646755479,0.019801980198019802,5.8513279899418515,0.003,0.005064744287268771
PTPN22,60,2,0.0032230339492909325,0.019801980198019802,6.143894389438944,0.003,0.005064744287268771
ZFHX3,45,2,0.0024172754619681994,0.019801980198019802,8.191859185918592,0.003,0.005064744287268771
MAP3K8,72,2,0.003867640739149119,0.019801980198019802,5.11991199119912,0.003,0.005064744287268771
SARS1,46,2,0.0024709926944563817,0.019801980198019802,8.013775290572536,0.003,0.005064744287268771
ALDOB,49,2,0.0026321443919209283,0.019801980198019802,7.523135987068095,0.003,0.005064744287268771
PRDX6,82,2,0.004404813064030941,0.019801980198019802,4.4955324800772765,0.003,0.005064744287268771
PI4K2A,61,2,0.003276751181779115,0.019801980198019802,6.043174809284207,0.003,0.005064744287268771
LMO7,59,2,0.00316931671680275,0.019801980198019802,6.248028192649774,0.003,0.005064744287268771
SH2B2,48,2,0.002578427159432746,0.019801980198019802,7.67986798679868,0.003,0.005064744287268771
APAF1,49,2,0.0026321443919209283,0.019801980198019802,7.523135987068095,0.003,0.005064744287268771
TPD52,39,2,0.002094972067039106,0.019801980198019802,9.452145214521453,0.003,0.005064744287268771
METTL3,37,2,0.001987537602062742,0.019801980198019802,9.963071982873963,0.003,0.005064744287268771
ORC4,68,2,0.00365277180919639,0.019801980198019802,5.421083284799068,0.003,0.005064744287268771
PLIN3,51,2,0.0027395788568972926,0.019801980198019802,7.228111046398758,0.003,0.005064744287268771
RALGDS,48,2,0.002578427159432746,0.019801980198019802,7.67986798679868,0.003,0.005064744287268771
WDR82,54,2,0.0029007305543618392,0.019801980198019802,6.826549321598827,0.003,0.005064744287268771
GAA,41,2,0.0022024065320154704,0.019801980198019802,8.991064960154553,0.003,0.005064744287268771
MRPS23,52,2,0.002793296089385475,0.019801980198019802,7.089108910891089,0.003,0.005064744287268771
PDCD6,63,2,0.003384185646755479,0.019801980198019802,5.8513279899418515,0.003,0.005064744287268771
DDX42,39,2,0.002094972067039106,0.019801980198019802,9.452145214521453,0.003,0.005064744287268771
RAI14,55,2,0.0029544477868500216,0.019801980198019802,6.702430243024303,0.003,0.005064744287268771
ARPC5L,50,2,0.0026858616244091102,0.019801980198019802,7.372673267326733,0.003,0.005064744287268771
PHLPP1,53,2,0.002847013321873657,0.019801980198019802,6.955352138987484,0.003,0.005064744287268771
SIM2,37,2,0.001987537602062742,0.019801980198019802,9.963071982873963,0.003,0.005064744287268771
PDCD4,49,2,0.0026321443919209283,0.019801980198019802,7.523135987068095,0.003,0.005064744287268771
TMED10,57,2,0.003061882251826386,0.019801980198019802,6.467257252040993,0.003,0.005064744287268771
TICAM2,50,2,0.0026858616244091102,0.019801980198019802,7.372673267326733,0.003,0.005064744287268771
TRAF2,578,8,0.031048560378169318,0.07920792079207921,2.551098016376032,0.004,0.006417786970010341
CSNK2B,370,6,0.019875376020627417,0.0594059405940594,2.988921594862189,0.004,0.006417786970010341
KDM1A,371,6,0.0199290932531156,0.0594059405940594,2.980865202423207,0.004,0.006417786970010341
MAPK9,325,6,0.017458100558659217,0.0594059405940594,3.4027722772277227,0.004,0.006417786970010341
TUBB4B,237,5,0.012730984099699184,0.04950495049504951,3.888540752809458,0.004,0.006417786970010341
RPSA,278,5,0.014933390631714654,0.04950495049504951,3.315050929553387,0.004,0.006417786970010341
HNRNPM,272,5,0.01461108723678556,0.04950495049504951,3.388177052999418,0.004,0.006417786970010341
RAC2,254,5,0.013644177051998281,0.04950495049504951,3.628284088251345,0.004,0.006417786970010341
SH3KBP1,318,5,0.01708207993124194,0.04950495049504951,2.898063391244785,0.004,0.006417786970010341
SYK,317,5,0.01702836269875376,0.04950495049504951,2.907205547053128,0.004,0.006417786970010341
KPNB1,263,5,0.014127632144391921,0.04950495049504951,3.5041222753454053,0.004,0.006417786970010341
HSPA2,160,4,0.008594757198109154,0.039603960396039604,4.607920792079208,0.004,0.006417786970010341
TCEA2,152,4,0.008165019338203695,0.039603960396039604,4.850442939030746,0.004,0.006417786970010341
KHDRBS1,193,4,0.010367425870219167,0.039603960396039604,3.8200379623454572,0.004,0.006417786970010341
AP2B1,197,4,0.010582294800171895,0.039603960396039604,3.742473739759763,0.004,0.006417786970010341
TGFB1,198,4,0.010636012032660078,0.039603960396039604,3.7235723572357236,0.004,0.006417786970010341
RPS5,216,4,0.011602922217447357,0.039603960396039604,3.4132746607994133,0.004,0.006417786970010341
JAK3,202,4,0.010850880962612806,0.039603960396039604,3.649838251151848,0.004,0.006417786970010341
TXLNA,140,3,0.007520412548345509,0.0297029702970297,3.9496463932107493,0.004,0.006417786970010341
SRSF6,155,3,0.008326171035668243,0.0297029702970297,3.567422548706483,0.004,0.006417786970010341
PPP2R5A,83,3,0.004458530296519123,0.0297029702970297,6.6620541572229515,0.004,0.006417786970010341
FAF1,116,3,0.006231198968629136,0.0297029702970297,4.766814612495732,0.004,0.006417786970010341
MARK2,113,3,0.006070047271164589,0.0297029702970297,4.893367212827477,0.004,0.006417786970010341
REEP4,129,3,0.006929522990975505,0.0297029702970297,4.286437946120193,0.004,0.006417786970010341
TUFM,118,3,0.0063386334336055,0.0297029702970297,4.68602114448733,0.004,0.006417786970010341
PUF60,117,3,0.006284916201117319,0.0297029702970297,4.7260726072607255,0.004,0.006417786970010341
H2AC20,121,3,0.006499785131070047,0.0297029702970297,4.569838802062024,0.004,0.006417786970010341
RBL2,97,3,0.005210571551353674,0.0297029702970297,5.70052056752067,0.004,0.006417786970010341
EXOSC8,112,3,0.006016330038676407,0.0297029702970297,4.937057991513437,0.004,0.006417786970010341
USF2,114,3,0.006123764503652772,0.0297029702970297,4.850442939030745,0.004,0.006417786970010341
MCM4,117,3,0.006284916201117319,0.0297029702970297,4.7260726072607255,0.004,0.006417786970010341
MMP1,92,3,0.004941985388912763,0.0297029702970297,6.010331467929401,0.004,0.006417786970010341
MLF2,115,3,0.006177481736140954,0.0297029702970297,4.808265174343521,0.004,0.006417786970010341
NUDCD3,141,3,0.007574129780833692,0.0297029702970297,3.9216347166631556,0.004,0.006417786970010341
FOXO4,108,3,0.0058014611087236784,0.0297029702970297,5.11991199119912,0.004,0.006417786970010341
SRGAP2,125,3,0.006714654061022776,0.0297029702970297,4.42360396039604,0.004,0.006417786970010341
ACTL6A,123,3,0.006607219596046412,0.0297029702970297,4.495532480077276,0.004,0.006417786970010341
ITGA6,124,3,0.0066609368285345935,0.0297029702970297,4.459278185883105,0.004,0.006417786970010341
PARP2,105,3,0.005640309411259132,0.0297029702970297,5.266195190947665,0.004,0.006417786970010341
KIF11,134,3,0.007198109153416416,0.0297029702970297,4.126496231712723,0.004,0.006417786970010341
EPHA1,132,3,0.007090674688440051,0.0297029702970297,4.189018901890189,0.004,0.006417786970010341
GCC1,90,3,0.004834550923936399,0.0297029702970297,6.143894389438944,0.004,0.006417786970010341
RAD23B,104,3,0.00558659217877095,0.0297029702970297,5.316831683168316,0.004,0.006417786970010341
SMAD9,147,3,0.007896433175762784,0.0297029702970297,3.7615679935340474,0.004,0.006417786970010341
PLEKHB2,61,2,0.003276751181779115,0.019801980198019802,6.043174809284207,0.004,0.006417786970010341
APH1A,57,2,0.003061882251826386,0.019801980198019802,6.467257252040993,0.004,0.006417786970010341
PC,61,2,0.003276751181779115,0.019801980198019802,6.043174809284207,0.004,0.006417786970010341
PPP6C,47,2,0.0025247099269445636,0.019801980198019802,7.843269433326312,0.004,0.006417786970010341
TNFSF11,59,2,0.00316931671680275,0.019801980198019802,6.248028192649774,0.004,0.006417786970010341
PTPRF,60,2,0.0032230339492909325,0.019801980198019802,6.143894389438944,0.004,0.006417786970010341
RNF115,45,2,0.0024172754619681994,0.019801980198019802,8.191859185918592,0.004,0.006417786970010341
USP39,59,2,0.00316931671680275,0.019801980198019802,6.248028192649774,0.004,0.006417786970010341
PPP3R2,62,2,0.0033304684142672967,0.019801980198019802,5.94570424784414,0.004,0.006417786970010341
DBNL,46,2,0.0024709926944563817,0.019801980198019802,8.013775290572536,0.004,0.006417786970010341
DARS1,60,2,0.0032230339492909325,0.019801980198019802,6.143894389438944,0.004,0.006417786970010341
ARHGEF11,55,2,0.0029544477868500216,0.019801980198019802,6.702430243024303,0.004,0.006417786970010341
EIF5A,51,2,0.0027395788568972926,0.019801980198019802,7.228111046398758,0.004,0.006417786970010341
DTNB,79,2,0.0042436613665663946,0.019801980198019802,4.66624890337135,0.004,0.006417786970010341
SETD7,53,2,0.002847013321873657,0.019801980198019802,6.955352138987484,0.004,0.006417786970010341
CYTH2,40,2,0.0021486892995272885,0.019801980198019802,9.215841584158415,0.004,0.006417786970010341
ZFYVE27,53,2,0.002847013321873657,0.019801980198019802,6.955352138987484,0.004,0.006417786970010341
NMI,69,2,0.0037064890416845723,0.019801980198019802,5.34251686038169,0.004,0.006417786970010341
ALOX12,53,2,0.002847013321873657,0.019801980198019802,6.955352138987484,0.004,0.006417786970010341
CNOT9,59,2,0.00316931671680275,0.019801980198019802,6.248028192649774,0.004,0.006417786970010341
ADAM15,54,2,0.0029007305543618392,0.019801980198019802,6.826549321598827,0.004,0.006417786970010341
RAB10,55,2,0.0029544477868500216,0.019801980198019802,6.702430243024303,0.004,0.006417786970010341
KLK5,55,2,0.0029544477868500216,0.019801980198019802,6.702430243024303,0.004,0.006417786970010341
MTMR6,68,2,0.00365277180919639,0.019801980198019802,5.421083284799068,0.004,0.006417786970010341
ATP1B4,64,2,0.0034379028792436614,0.019801980198019802,5.75990099009901,0.004,0.006417786970010341
MKLN1,62,2,0.0033304684142672967,0.019801980198019802,5.94570424784414,0.004,0.006417786970010341
RBM15,43,2,0.002309840996991835,0.019801980198019802,8.572875892240386,0.004,0.006417786970010341
NSFL1C,53,2,0.002847013321873657,0.019801980198019802,6.955352138987484,0.004,0.006417786970010341
ACP1,58,2,0.003115599484314568,0.019801980198019802,6.355752816660976,0.004,0.006417786970010341
TGFB3,48,2,0.002578427159432746,0.019801980198019802,7.67986798679868,0.004,0.006417786970010341
GPC4,63,2,0.003384185646755479,0.019801980198019802,5.8513279899418515,0.004,0.006417786970010341
SIRT3,77,2,0.00413622690159003,0.019801980198019802,4.7874501735887875,0.004,0.006417786970010341
NIPSNAP1,72,2,0.003867640739149119,0.019801980198019802,5.11991199119912,0.004,0.006417786970010341
S100A10,62,2,0.0033304684142672967,0.019801980198019802,5.94570424784414,0.004,0.006417786970010341
