genes,final_score,initial_score,degree_in_disease,degree_in_background,degree_in_disease_normalized,publications,final_rank,source
CRKL,0.0015165692827454078,0.0,0.09546165884194054,0.010582294800171895,9.02088,273.0,175,first neighbor
HSPA1A,0.0015162181535835644,0.0,0.10641627543035995,0.015631714654061022,6.80772,722.0,176,first neighbor
YY1,0.001501341072096956,0.0,0.10641627543035995,0.014718521701761925,7.23009,479.0,177,first neighbor
PDGFRA,0.0015003095715878324,0.0,0.08607198748043819,0.012516115169746454,6.87689,535.0,178,first neighbor
TNFRSF1A,0.0014999561254494087,0.0,0.10172143974960876,0.013697894284486463,7.42606,795.0,179,first neighbor
USP7,0.0014979976731267506,0.0,0.10485133020344288,0.0175118177911474,5.98746,486.0,180,first neighbor
CDKN1B,0.0014945256143610568,0.0,0.10328638497652583,0.010152556940266438,10.17344,1083.0,181,first neighbor
TERF1,0.001486488681608869,0.0,0.10172143974960876,0.019606789858186507,5.18807,218.0,182,first neighbor
KAT5,0.0014864583481360525,0.0,0.10485133020344288,0.022507520412548346,4.6585,341.0,183,first neighbor
PGR,0.0014831928536454487,0.0,0.09233176838810642,0.00827245380318006,11.16135,770.0,184,first neighbor
PAK1,0.0014818817269973885,0.0,0.10328638497652583,0.012569832402234637,8.21701,535.0,185,first neighbor
NFATC1,0.001462167571517414,0.0,0.09702660406885759,0.012838418564675548,7.55752,259.0,186,first neighbor
CHEK1,0.001461419399165039,0.0,0.09859154929577466,0.013429308122045552,7.34152,570.0,187,first neighbor
TP73,0.0014548463595227667,0.0,0.10015649452269171,0.009024495058014611,11.09829,667.0,188,first neighbor
LCK,0.0014547974351482424,0.0,0.10172143974960876,0.013429308122045552,7.57459,541.0,189,first neighbor
DNMT1,0.0014520105311298904,0.0,0.10328638497652583,0.00827245380318006,12.48558,781.0,190,first neighbor
FGFR4,0.0014515970854535138,0.0,0.08137715179968702,0.008165019338203695,9.96656,253.0,191,first neighbor
TUBG1,0.0014471457540038758,0.0,0.09076682316118936,0.014987107864202836,6.05633,206.0,192,first neighbor
NGFR,0.00144087069841886,0.0,0.07668231611893583,0.008648474430597335,8.86657,369.0,193,first neighbor
SUMO1,0.0014308673890358684,0.0,0.10015649452269171,0.011817791147400086,8.47506,602.0,194,first neighbor
FGF2,0.0014257067972624088,0.0,0.09546165884194054,0.0059626128061882255,16.01004,847.0,195,first neighbor
NCK1,0.0014199714848884982,0.0,0.08607198748043819,0.0199290932531156,4.31891,249.0,196,first neighbor
FLT1,0.0014155988377632497,0.0,0.07981220657276995,0.0059626128061882255,13.38544,800.0,197,first neighbor
PLCG2,0.0014126721417040261,0.0,0.08607198748043819,0.01772668672110013,4.8555,168.0,198,first neighbor
ILK,0.0014067360007483033,0.0,0.0892018779342723,0.014933390631714654,5.97332,355.0,199,first neighbor
MED1,0.0013921151126914876,0.0,0.09076682316118936,0.009669101847872797,9.38731,230.0,200,first neighbor
ERLIN2,0.0013901549451049496,0.133462282398453,0.025039123630672927,0.004941985388912763,5.06661,131.0,201,seed
RARA,0.0013843437684189506,0.0,0.10015649452269171,0.011710356682423722,8.55281,451.0,202,first neighbor
FGF8,0.0013815906862559438,0.0,0.08607198748043819,0.007950150408250967,10.82646,93.0,203,first neighbor
CTCF,0.0013742167569565306,0.0164410058027079,0.0594679186228482,0.0053717232488182205,11.07055,410.0,204,seed
